kind,address,expected,note
global,0x012F142C,0x0035FBB2,TheEva singleton used by update
global,0x012ED748,0x0035F530,ThePlayerList singleton used by cachePlayerPtrs
global,0x012F079C,0x002F1C54,doVictory reads TheVictoryConditions (null test)
global,0x012F079C,0x002F1CDC,doVictory reads TheVictoryConditions for the +0x48 vcall
global,0x012F079C,0x002F1DC4,doDefeat reads TheVictoryConditions (null test)
global,0x012F079C,0x002F1E19,doDefeat reads TheVictoryConditions for the +0x48 vcall
global,0x012F079C,0x002F1F00,doLocalDefeat reads TheVictoryConditions (null test and +0x40 vcall)
global,0x012F079C,0x002F1F5A,doLocalDefeat reads TheVictoryConditions for the +0x48 vcall
insn,0x002F1C2B,"mov byte ptr [esi + 8], 0",doVictory: m_suppressNewWindows = FALSE
insn,0x002F1C35,call 0x403486,doVictory: TheGameLogic->closeWindows
insn,0x002F1C3C,call 0x439595,doVictory -> doDisableInput 0x002EF010
insn,0x002F1C51,"mov esi, dword ptr [eax + 0xc]",doVictory: ThePlayerList->getLocalPlayer inlined (+0x0C)
insn,0x002F1C70,"mov cl, byte ptr [eax + 0x118]",doVictory: PlayerTemplate Evil flag (+0x118) picks the cheer sound
insn,0x002F1C78,"mov eax, 0x10d00b4",doVictory: Gui_VictoryCheerEvil
insn,0x002F1C7F,"mov eax, 0x10d0098",doVictory: Gui_VictoryCheerGood
insn,0x002F1C8E,push 0x10d0080,doVictory: Gui_VictoryScreen
insn,0x002F1CA9,call 0x4271ab,doVictory -> useGameOverEndScreen 0x002ED8F0
insn,0x002F1CB0,"mov eax, 0x10d006c",doVictory: APT:EndGameOver
insn,0x002F1CB7,"mov eax, 0x10d0054",doVictory: APT:EndVictorious
insn,0x002F1CF4,call dword ptr [edx + 0x48],doVictory: showEndGameScreen vcall +0x48
insn,0x002F1DD4,push 0x10d00e0,doDefeat: Gui_DefeatScreen
insn,0x002F1DE6,call 0x4271ab,doDefeat -> useGameOverEndScreen 0x002ED8F0
insn,0x002F1DF4,"mov eax, 0x10d00d0",doDefeat: APT:EndDefeat
global,0x01336E50,0x002F1E21,doDefeat passes AsciiString::TheEmptyString as the cheer sound
insn,0x002F1E31,call dword ptr [edx + 0x48],doDefeat: showEndGameScreen vcall +0x48
global,0x012F1024,0x002F1E50,doDefeat: TheCampaignManager
insn,0x002F1E56,"mov byte ptr [ecx + 0x1d], bl",doDefeat: TheCampaignManager->SetVictorious(FALSE) inlined (+0x1D)
global,0x012F076C,0x002F1E59,doDefeat: TheScriptEngine
insn,0x002F1E61,call dword ptr [edx + 0x30],doDefeat: TheScriptEngine->startEndGameTimer vcall +0x30
insn,0x002F1EE2,call 0x402acc,doLocalDefeat: markMPLocalDefeatWindowShown 0x00337190
insn,0x002F1F10,call dword ptr [eax + 0x40],doLocalDefeat: amIObserver vcall +0x40
insn,0x002F1F24,push 0x10d00e0,doLocalDefeat: Gui_DefeatScreen
insn,0x002F1F32,push 0x10d00d0,doLocalDefeat: APT:EndDefeat
insn,0x002F1F72,call dword ptr [edx + 0x48],doLocalDefeat: showEndGameScreen vcall +0x48
insn,0x002F1F97,"mov byte ptr [ecx + 0x1d], bl",doLocalDefeat: SetVictorious(FALSE)
insn,0x002F1FA2,call dword ptr [edx + 0x38],doLocalDefeat: TheScriptEngine->startCloseWindowTimer vcall +0x38
insn,0x002F7B60,call 0x405d9e,0x002F7B60 = doVictory core + SetVictorious(TRUE) + startEndGameTimer (jump-table arm 3)
insn,0x002F7B6A,"mov byte ptr [eax + 0x1d], 1",0x002F7B60: TheCampaignManager->SetVictorious(TRUE)
insn,0x002F7B76,jmp dword ptr [edx + 0x30],0x002F7B60: TheScriptEngine->startEndGameTimer
insn,0x002ED8F6,call 0x4330dc,useGameOverEndScreen: local player observer-or-dead 0x000DF7F0
insn,0x002ED905,call 0x40cfc7,useGameOverEndScreen: ScriptEngine::hasShownMPLocalDefeatWindow 0x00337180 (+0x17636)
insn,0x002ED91A,"cmp eax, 1",useGameOverEndScreen: game mode LAN
insn,0x002ED91F,"cmp eax, 5",useGameOverEndScreen: game mode INTERNET
insn,0x002ED927,"mov eax, dword ptr [ecx + 0x290]",useGameOverEndScreen: TheGameLogic+0x290 (disconnect-manager state) == 0
insn,0x00337180,"mov al, byte ptr [ecx + 0x17636]",ScriptEngine::hasShownMPLocalDefeatWindow reads +0x17636
insn,0x002EF018,call 0x43ebdf,doDisableInput: TheInGameUI->setInputEnabled(FALSE) 0x0043B280
insn,0x002EF025,call 0x416a68,doDisableInput: TheMouse->setVisibility(FALSE) 0x005A4BA0
insn,0x002EF032,push 0x3eb,doDisableInput: deselectAllDrawables = TheMessageStream->appendMessage(0x3EB)
insn,0x002EF04B,call dword ptr [edx + 0xe8],doDisableInput: TheInGameUI vcall +0xE8 (clearAttackMoveToMode position)
insn,0x002EF063,call 0x427336,doDisableInput: TheControlBar->deleteBuildTooltipLayout 0x004C1450
insn,0x002EF06E,jmp 0x448626,doDisableInput: TheLookAtTranslator->resetModes 0x005B5440 tail call
insn,0x00303C15,"cmp edx, 0x21e",executeAction: 0x21F action types
insn,0x00303C24,jmp dword ptr [edx*4 + 0x70d6a0],executeAction jump table VA 0x0070D6A0
jt,0x0070D6A0[3],0x0030522C,action 3 (ZH VICTORY position) -> arm calling 0x002F7B60
jt,0x0070D6A0[4],0x00305264,action 4 (ZH DEFEAT position) -> arm calling doDefeat
jt,0x0070D6A0[299],0x00305280,action 299 -> arm calling doLocalDefeat
jt,0x0070D6A0[327],0x00305210,action 327 -> arm calling 0x002F1520 (victory core + SetVictorious(TRUE) + ScriptEngine vcall +0x34)
jt,0x0070D6A0[510],0x00305248,action 510 -> arm calling doVictory core only
insn,0x0030522E,call 0x4202c5,executeAction arm 3 -> 0x002F7B60 via ILT 0x000202C5
insn,0x0030524A,call 0x405d9e,executeAction arm 510 -> doVictory 0x002F1C10 via ILT 0x00005D9E
insn,0x00305266,call 0x435846,executeAction arm 4 -> doDefeat 0x002F1D80 via ILT 0x00035846
insn,0x00305282,call 0x438b81,executeAction arm 299 -> doLocalDefeat 0x002F1EC0 via ILT 0x00038B81
insn,0x00305212,call 0x428dc6,executeAction arm 327 -> 0x002F1520 via ILT 0x00028DC6
thunk,0x000202C5,0x002F7B60,ILT of 0x002F7B60
thunk,0x00005D9E,0x002F1C10,ILT of doVictory
thunk,0x00035846,0x002F1D80,ILT of doDefeat
thunk,0x00038B81,0x002F1EC0,ILT of doLocalDefeat
thunk,0x000271AB,0x002ED8F0,ILT of useGameOverEndScreen
thunk,0x00039595,0x002EF010,ILT of doDisableInput
vslot,0x010E7A30+0x04,0x00340B80,ScriptEngine vtable slot 1 init = 0x00340B80 (ledger ?init@ScriptEngine@@ at 0x003107F0 is the action-template builder it calls)
vslot,0x010E7A30+0x10,0x00348430,ScriptEngine vtable slot 4 reset
insn,0x00340BCF,"mov dword ptr [0x12f0620], eax",ScriptEngine::init: TheScriptActions = new ScriptActions (0x10 B)
insn,0x00340BF5,"mov dword ptr [0x12f06b0], eax",ScriptEngine::init: TheScriptConditions = new ScriptConditions (8 B)
insn,0x00340CAA,push 0x10e7938,ScriptEngine::init continuation 0x00340C9E: GetProcAddress CreateDebugDialog (ZH ScriptEngine.cpp:548)
insn,0x00340D19,call 0x44b169,ScriptEngine::init -> 0x003107F0 at the addActionTemplateInfo position
insn,0x00340D20,call 0x437e3e,ScriptEngine::init -> 0x003307E0 at the addConditionTemplateInfo position
insn,0x00340D30,call dword ptr [edx + 0x10],ScriptEngine::init ends with this->reset() (ZH init tail)
insn,0x003957AF,"mov ecx, dword ptr [0x12ef734]",GameLogic::startNewGame loads TheVictorySystem after ThePlayerList->newMap
insn,0x003957B7,call dword ptr [edx + 0x24],GameLogic::startNewGame -> TheVictorySystem slot +0x24 newMap
insn,0x0038DC41,"mov ecx, dword ptr [0x12ef734]",GameLogic update 0x0038DA10 loads TheVictorySystem
insn,0x0038DC4D,call dword ptr [eax + 0x14],GameLogic update -> TheVictorySystem->update vcall +0x14
insn,0x001DF4BB,call 0x43b3e0,newMap starts with reset 0x001DE5B0
insn,0x001DF5B9,push 0x1c,newMap: new(0x1C) cell grid
insn,0x001DF5DF,call 0x4156ea,newMap -> cell grid ctor 0x001B1830 (w h cellSize 0)
insn,0x001DF5F2,"mov dword ptr [esi + 0xf8], eax",newMap: first grid at +0xF8
insn,0x001DF628,call 0x4156ea,newMap -> cell grid ctor 0x001B1830 (w h cellSize -cellSize/2)
insn,0x001DF635,"mov dword ptr [esi + 0xfc], eax",newMap: second grid at +0xFC
insn,0x001DF699,call 0x444f30,newMap: ThePlayerList->getNthPlayer side lookup
insn,0x001DF6D0,push 0x109fd6c,newMap: side Observer excluded
insn,0x001DF6E2,push 0x1080bb0,newMap: side Civilian excluded
insn,0x001DF6FE,push 0x1075714,newMap: unknown side falls back to the Default faction parameters
insn,0x001DF733,"and ebx, 0x80000000",newMap: per-player faction index +0x24[i] carries an exclusion bit
insn,0x001DF773,"mov byte ptr [esi + 0x100], 1",newMap: +0x100 = initialised
insn,0x001DE5F8,"mov dword ptr [esi + 0x104], 2",reset: active grid index +0x104 = 2 (none)
insn,0x001DE62E,"mov byte ptr [esi + 0x100], bl",reset: +0x100 = 0
insn,0x001E038B,push 0x1075714,init: Default faction parameters
insn,0x001E0411,"mov dword ptr [esp + 0x1c], 0x43fa0000",init: Default VictoryThreshold 500.0 (+0x10 of FactionVictoryParameters)
insn,0x001E0409,"mov dword ptr [esp + 0x20], 0x41200000",init: Default MajorUnitValue 10.0 (+0x14)
insn,0x001DFBA3,"mov al, byte ptr [esi + 0x100]",update: early-out until newMap
insn,0x001DFBAD,"mov eax, dword ptr [esi + 0x104]",update: active grid index
insn,0x001E04D6,"cmp eax, 0x7fffffff",findOrCreateFactionVictoryParameters: lookup 0x001DF350 not-found sentinel
insn,0x001E04DD,"mov ecx, dword ptr [edi + 0xec]",findOrCreateFactionVictoryParameters: vector begin +0xEC (0x18-byte elements)
insn,0x001E02F3,call 0x414123,??_GVictorySystem -> ??1VictorySystem 0x001DFF40
insn,0x001B187B,"imul edx, edx, 0x88",cell grid ctor: 0x88-byte cells
insn,0x001B19A4,push 0x109c958,cell grid ctor assert string
insn,0x001B1A31,ret 0x10,cell grid ctor takes 4 args (w h cellSize offset)
bytes,0x00C9C958,436f756c64206e6f74206372656174652043656c6c204772696420666f7220566963746f727953797374656d2100,cell grid ctor assert text
bytes,0x00C83A6C,566963746f727953797374656d4461746100,INI block name bound to 0x000C3060
bytes,0x00C83A84,46616374696f6e566963746f72794461746100,INI block name bound to 0x000C31B0
bytes,0x00EA88A0,6c3a0801d773410000000000843a0801ae1f4100,INI block table entries VictorySystemData->ILT 0x004173D7 and FactionVictoryData->ILT 0x00411FAE
thunk,0x000173D7,0x000C3060,ILT of the VictorySystemData parser
thunk,0x00011FAE,0x000C31B0,ILT of the FactionVictoryData parser
insn,0x000C3085,"mov edi, dword ptr [esp + 0x21c]",VictorySystemData parser: INI* from the stack (cdecl)
insn,0x000C30C8,"mov eax, dword ptr [0x12ef734]",VictorySystemData parser: TheVictorySystem null test
insn,0x000C310C,push 0x10839c0,VictorySystemData parser: TheVictorySystem has not been initialized assert
insn,0x000C312D,push 0x109fc28,VictorySystemData parser: field table 0x0109FC28 (CellSize+0xC ScalePerLogicFrame+0x14 SubtractPerLogicFrame+0x18 CellBonusRadius+0x20)
insn,0x000C31D5,"mov edi, dword ptr [esp + 0x21c]",FactionVictoryData parser: INI* from the stack (cdecl)
insn,0x000C3218,push 0x1083a60,FactionVictoryData parser: token neutral clears the name
insn,0x000C3233,"mov ecx, dword ptr [0x12ef734]",FactionVictoryData parser: TheVictorySystem
insn,0x000C327E,call 0x43ce16,FactionVictoryData parser -> findOrCreateFactionVictoryParameters 0x001E04B0
insn,0x000C3287,push 0x109fbc8,FactionVictoryData parser: field table 0x0109FBC8 (AllyDeathScaleFactor+4 EnemyKillScaleFactor+8 MapToCellVictoryRatio+0xC VictoryThreshold+0x10 MajorUnitValue+0x14)
insn,0x000C32CB,push 0x10839f8,FactionVictoryData parser: assert names iniParseFactionVictoryDefinition
insn,0x000C331A,ret,FactionVictoryData parser is cdecl (not a SidesList thiscall member)
bytes,0x00C839F8,436f756c64206e6f742066696e642f6372656174652046616374696f6e566963746f7279506172616d657465727320696e20696e69506172736546616374696f6e566963746f7279446566696e6974696f6e212e0a00,retail function name in the assert
bytes,0x00C839C0,546865566963746f727953797374656d20686173206e6f74206265656e20696e697469616c697a6564212e0a00,VictorySystem assert
bytes,0x00C9FC28,e4fc0901202bc500000000000c000000,VictorySystemData field table entry 0: CellSize parse 0x00852B20 offset 0xC
bytes,0x00C9FBC8,50fd0901202bc5000000000004000000,FactionVictoryData field table entry 0: AllyDeathScaleFactor parse 0x00852B20 offset 4
bytes,0x00C84AB0,28440801002ec5000000000018010000,PlayerTemplate field table entry Evil -> offset 0x118 (read by Player::_bfme_isEvil and doVictory)
insn,0x00267FA7,"mov al, byte ptr [eax + 0x118]",Player::_bfme_isEvil returns PlayerTemplate+0x118 (INI field Evil)
insn,0x000C9CF0,"mov al, byte ptr [ecx + 0x296]",Player::isPlayerObserver returns +0x296
insn,0x000C9D00,"mov al, byte ptr [ecx + 0x680]",Player::isPlayerDead returns +0x680
insn,0x000C9D1A,"mov al, byte ptr [ecx + 0x680]",Player::isPlayerActive = !observer && !dead
insn,0x000CE1B2,"mov byte ptr [ebp + 0x680], 1",Player::killPlayer sets m_isPlayerDead (ZH Player.cpp:2067)
insn,0x000CE202,"mov byte ptr [ebp + 0x680], 0",Player::killPlayer clears it again in single player (ZH Player.cpp:2081)
insn,0x000DAB09,"mov byte ptr [esi + 0x296], al",Player init: m_observer = PlayerTemplate IsObserver (+0xBC)
insn,0x000DAB0F,"mov byte ptr [esi + 0x680], al",Player init: m_isPlayerDead = m_observer (ZH Player.cpp:475)
insn,0x000C9A2C,call dword ptr [eax + 0x2c],0x000C9A20: TheVictoryConditions->hasSinglePlayerBeenDefeated(this)
insn,0x000C9A33,"mov al, byte ptr [esi + 0x680]",0x000C9A20: !m_isPlayerDead
insn,0x000C9A52,"mov cl, byte ptr [eax + 0x6b]",0x000C9A20: TheGameLogic+0x6B must be set
global,0x012F079C,0x000C9A23,0x000C9A20 reads TheVictoryConditions
insn,0x00097800,"cmp dword ptr [ecx + 0x18], 1",RecorderClass::isMultiplayer: m_mode == PLAYBACK
insn,0x0009784B,"mov eax, dword ptr [0x12f7714]",RecorderClass::isMultiplayer: TheNetwork
insn,0x00097854,"mov eax, dword ptr [0x12f7094]",RecorderClass::isMultiplayer: TheSkirmishGameInfo
insn,0x00382B93,"mov eax, dword ptr [0x12f1028]",0x00382B50: TheLivingWorldLogic
insn,0x00382B9C,"mov cl, byte ptr [eax + 0x2c]",0x00382B50: TheLivingWorldLogic+0x2C flag
insn,0x00382C26,"cmp eax, 1",0x00382C20: LAN
insn,0x00382C2B,"cmp eax, 5",0x00382C20: INTERNET
insn,0x00382C30,"cmp eax, 2",0x00382C20: SKIRMISH
insn,0x00382C4E,"mov eax, dword ptr [eax + 0x2ac]",0x00382C20: replayed game mode at Recorder+0x2AC
insn,0x00423421,call 0x4071bc,Eva::setShouldPlay -> per-message trigger 0x004223F0
insn,0x0042244D,"mov byte ptr [ecx + 0x14], 1",Eva trigger: position supplied flag
insn,0x0048AE06,call 0x424172,setGroup: findGroup 0x0048A520
insn,0x0048AE0B,"mov dword ptr [esi + 0x20], eax",setGroup: m_currentGroup +0x20
insn,0x0048AE74,"mov dword ptr [esi + 0x24], eax",setGroup: m_pendingGroup +0x24
insn,0x0048AE41,ret 8,setGroup(AsciiString Bool)
insn,0x0046762D,push 0x10f71ec,WindowManager APT call helper formats /_level%d
insn,0x004676BB,ret 0x20,WindowManager APT call helper takes 8 args
bytes,0x00CF71EC,2f5f6c6576656c256400,APT root path format
insn,0x000A4223,call dword ptr [edx + 0x38],updateSkirmishBattleHonors: isLocalAlliedDefeat
insn,0x000A4232,call dword ptr [eax + 0x34],updateSkirmishBattleHonors: isLocalAlliedVictory
insn,0x000A42A8,call dword ptr [eax + 0x44],updateSkirmishBattleHonors: getEndFrame -> game duration
insn,0x000A4251,call 0x447767,updateSkirmishBattleHonors: SkirmishPreferences ctor 0x0009F850
global,0x012F079C,0x000A421B,updateSkirmishBattleHonors reads TheVictoryConditions
insn,0x000A5DA3,call dword ptr [eax + 0x40],updateOnlinePlayerStats: amIObserver early-out
insn,0x000A5ECE,call dword ptr [edx + 0x38],updateOnlinePlayerStats: isLocalAlliedDefeat
insn,0x000A5EDD,call dword ptr [eax + 0x34],updateOnlinePlayerStats: isLocalAlliedVictory
insn,0x000A5EEE,call dword ptr [edx + 0x3c],updateOnlinePlayerStats: isLocalDefeat
insn,0x000A5EFC,"mov cl, byte ptr [eax + 0x6c]",updateOnlinePlayerStats: sawCRCMismatch (TheGameLogic+0x6C) counts as a loss
insn,0x000A5F1A,call dword ptr [edx + 0x50],updateOnlinePlayerStats: isPlayerDefeated(idx) BFME slot
insn,0x000A6448,call dword ptr [edx + 0x44],updateOnlinePlayerStats: getEndFrame
insn,0x000A5EA1,"mov eax, dword ptr [ecx + 0x290]",updateOnlinePlayerStats: TheGameLogic+0x290
insn,0x00576EC2,"cmp dword ptr [esi + 0x25c], 1",score screen init: game type 1 -> updateSkirmishBattleHonors
insn,0x00576ECC,call 0x40b97e,score screen init -> 0x000A41F0 (cdecl Player*)
insn,0x00576ED4,"cmp dword ptr [esi + 0x25c], 3",score screen init: game type 3 -> updateOnlinePlayerStats
insn,0x00576EEC,call 0x419f56,score screen init -> 0x000A5D40 (cdecl Player*)
insn,0x00570433,call dword ptr [eax + 0x24],score entry comparator: hasAchievedVictory(a)
insn,0x00570448,call dword ptr [eax + 0x24],score entry comparator: hasAchievedVictory(b)
insn,0x00570454,ret 8,score entry comparator: thiscall functor operator()(a b)
insn,0x00513768,"cmp dword ptr [eax + 0x10c], 5",online player status: INTERNET only
insn,0x00513817,call dword ptr [edx + 0xac],online player status: TheNetwork->isPlayerConnected(slot)
insn,0x0051387B,call dword ptr [edx + 0x2c],online player status: hasSinglePlayerBeenDefeated
global,0x012ED4E4,0x000652C0,BFMEDesyncCheck ctor: enable byte
insn,0x000652D8,"cmp eax, 8",BFMEDesyncCheck ctor: skipped in game mode 8
insn,0x000652DD,"cmp eax, 4",BFMEDesyncCheck ctor: skipped in SHELL
insn,0x000652E4,call 0x40b532,BFMEDesyncCheck ctor: GameLogic::getCRC(0)
insn,0x000652E9,"mov dword ptr [esi], eax",BFMEDesyncCheck ctor stores the frame-start CRC in the record
insn,0x0006147F,"mov byte ptr [0x12ed4e4], al",0x00061470 enables the desync check (command-line flag handler)
global,0x012ED4E4,0x0006547E,writeReportIfMismatched: enable byte
insn,0x000654B8,call 0x40b532,writeReportIfMismatched: GameLogic::getCRC(0) again
insn,0x000654C9,"cmp ecx, 1",writeReportIfMismatched: LAN
insn,0x000654CE,"cmp ecx, 5",writeReportIfMismatched: INTERNET
insn,0x000654D7,"cmp dword ptr [esi], eax",writeReportIfMismatched: compare with the stored CRC
insn,0x00065501,call dword ptr [edx + 0x34],writeReportIfMismatched: TheInGameUI vcall +0x34 (GameLogic changed outside of GameLogic::)
insn,0x00065528,call 0x42649f,writeReportIfMismatched: IPEnumeration ctor 0x00624B90
insn,0x0006553B,call 0x41c7dd,writeReportIfMismatched: IPEnumeration::getMachineName 0x00624F30
insn,0x0006555D,push 0x1075488,writeReportIfMismatched: CLIENT_DESYNC_%s.txt
insn,0x000655E4,push 0x1075444,writeReportIfMismatched: Desync detected on frame
insn,0x00065631,call 0x41ce8b,writeReportIfMismatched: ~IPEnumeration 0x00625040
bytes,0x00C75488,434c49454e545f444553594e435f25732e74787400,desync report file name
bytes,0x00C75444,446573796e63206465746563746564206f6e206672616d65202564206f6e2025752d25752d25752025753a25753a25750a0a00,desync report line
insn,0x0006B9A7,call 0x40180c,GameEngine +0x80 body constructs the BFMEDesyncCheck at [esp+8]
insn,0x0006BA56,"lea ecx, [esp + 8]",GameEngine +0x80 body: this = the stack record
insn,0x0006BA62,call 0x441ed9,GameEngine +0x80 body destroys it = writeReportIfMismatched
insn,0x00BF2AD0,"lea ecx, [ebp - 0x10]",unwind funclet: same record via the frame pointer
insn,0x00BF2AD3,jmp 0x441ed9,unwind funclet -> writeReportIfMismatched = ??1BFMEDesyncCheck
vslot,0x01075BC8+0x80,0x0006B910,GameEngine vtable slot +0x80 = client-side update body
vslot,0x0111C9A8+0x80,0x0006B910,second GameEngine vtable slot +0x80
insn,0x0006B930,call 0x440791,GameEngine +0x80: GameLogic 0x0038D100 first
insn,0x0006B96D,call 0x4358eb,GameEngine +0x80: frame-skip check 0x0006B830
insn,0x0006B982,"mov dword ptr [0x12ed504], eax",GameEngine +0x80: skipped-frame counter
insn,0x0006B9D4,call 0x42ae96,GameEngine +0x80: TheMessageStream->propagateMessages 0x0008ADF0
insn,0x0006B9D9,call 0x436921,GameEngine +0x80: timed-op queue pump 0x0007B990
insn,0x0006BA06,call 0x445a1b,GameEngine +0x80: InGameUI engine input lock 0x0043B260
insn,0x0006BA23,call 0x43d578,GameEngine +0x80: Mouse engine visibility 0x005A4B50
insn,0x0006BA53,call dword ptr [edx + 0x24],GameEngine +0x80: TheNetwork->liteupdate(FALSE)
insn,0x0006B834,"mov ecx, dword ptr [0x12f7714]",frame-skip check: TheNetwork
insn,0x0006B860,call dword ptr [eax + 0x40],frame-skip check: TheNetwork->getFramePacingStatus
insn,0x0008AE3A,"mov edi, dword ptr [0x12ed5f0]",propagateMessages: TheCommandList
insn,0x0008AE4A,call dword ptr [edx + 0x24],propagateMessages: TheCommandList->appendMessage
insn,0x0043B262,"lea edx, [ecx + 0xd]",InGameUI engine input lock flag +0x0D
insn,0x0043B282,"lea edx, [ecx + 0xe]",InGameUI script input lock flag +0x0E
insn,0x005A4B7B,"lea edx, [ecx + 0x4da1]",Mouse engine visibility flag +0x4DA1
insn,0x005A4BCB,"lea edx, [ecx + 0x4da2]",Mouse script visibility flag +0x4DA2
insn,0x00624B92,"mov dword ptr [eax], 0",??0IPEnumeration: m_IPlist = NULL
insn,0x00624B98,"mov byte ptr [eax + 4], 0",??0IPEnumeration: m_isWinsockInitialized = FALSE
insn,0x00624F50,push 0x202,getMachineName: WSAStartup 2.2
insn,0x00624F73,push 0x100,getMachineName: gethostname buffer 256
insn,0x00625051,"mov byte ptr [edi + 4], 0",~IPEnumeration: WSACleanup then m_isWinsockInitialized = FALSE
insn,0x00388C2F,"mov ebx, 1",0x00388C10 (desync handler called from bfme_processLogicCRC) sets ebx = 1
insn,0x00388C35,"mov byte ptr [ebp + 0x6c], bl",0x00388C10: TheGameLogic->sawCRCMismatch (+0x6C) = TRUE
insn,0x0038B765,call 0x423c6d,bfme_processLogicCRC -> 0x00388C10 on a CRC disagreement
insn,0x00388E9B,push 0x10eb334,0x00388C10 writes DESYNC-%s-%s-%s.txt
insn,0x00395E8F,"mov byte ptr [esi + 0x6c], 0",startNewGame clears sawCRCMismatch
insn,0x003929A4,"mov byte ptr [esi + 0x6c], bl",GameLogic ctor zeroes +0x68..+0x6D byte flags
insn,0x00682960,"mov cl, byte ptr [eax + 0x6c]",Network::GetCommandsFromCommandList gates the leave command on !sawCRCMismatch
insn,0x0038B58E,"mov cl, byte ptr [eax + 0x6c]",bfme_processLogicCRC reads sawCRCMismatch before appending Game Over details
insn,0x004E6D9F,"mov al, byte ptr [ecx + 0x6c]",score screen populate reads sawCRCMismatch
insn,0x0063933F,"movzx ecx, byte ptr [eax + 0x6c]",generateLadderGameResultsPacket reads sawCRCMismatch
thunk,0x000496BB,0x0035F810,ILT of 0x0035F810
thunk,0x0004ADC2,0x0035F430,ILT of 0x0035F430
thunk,0x0003CE0C,0x0035F1E0,ILT of 0x0035F1E0
thunk,0x0003459F,0x0035F770,ILT of 0x0035F770
thunk,0x000087F6,0x0035F880,ILT of 0x0035F880
thunk,0x0002FFBD,0x001E0160,ILT of 0x001E0160
thunk,0x0003CE16,0x001E04B0,ILT of 0x001E04B0
thunk,0x000156EA,0x001B1830,ILT of 0x001B1830
thunk,0x0004A7A5,0x00097800,ILT of 0x00097800
thunk,0x0000B97E,0x000A41F0,ILT of 0x000A41F0
thunk,0x00019F56,0x000A5D40,ILT of 0x000A5D40
thunk,0x000141F0,0x000C9A20,ILT of 0x000C9A20
thunk,0x0000D369,0x00267FA0,ILT of 0x00267FA0
thunk,0x0001D1C9,0x00382B50,ILT of 0x00382B50
thunk,0x0001E0AB,0x00382C20,ILT of 0x00382C20
thunk,0x0002B5F3,0x004233A0,ILT of 0x004233A0
thunk,0x00015235,0x004675F0,ILT of 0x004675F0
thunk,0x00045C28,0x0048AD80,ILT of 0x0048AD80
thunk,0x0000C491,0x00513740,ILT of 0x00513740
thunk,0x00015F19,0x00570420,ILT of 0x00570420
thunk,0x0000180C,0x000652C0,ILT of 0x000652C0
thunk,0x000358EB,0x0006B830,ILT of 0x0006B830
thunk,0x00008CE7,0x0006B910,ILT of 0x0006B910
thunk,0x00036921,0x0007B990,ILT of 0x0007B990
thunk,0x0002AE96,0x0008ADF0,ILT of 0x0008ADF0
thunk,0x00045A1B,0x0043B260,ILT of 0x0043B260
thunk,0x0003D578,0x005A4B50,ILT of 0x005A4B50
thunk,0x0002649F,0x00624B90,ILT of 0x00624B90
thunk,0x0001C7DD,0x00624F30,ILT of 0x00624F30
thunk,0x0001CE8B,0x00625040,ILT of 0x00625040
thunk,0x0003B3E0,0x001DE5B0,ILT of 0x001DE5B0
thunk,0x0001A550,0x001DE5B0,ILT of 0x001DE5B0
thunk,0x000345D6,0x001DE760,ILT of 0x001DE760
thunk,0x000086B1,0x001DF4A0,ILT of 0x001DF4A0
thunk,0x0000C630,0x001DFBA0,ILT of 0x001DFBA0
thunk,0x0003F32D,0x001E02F0,ILT of 0x001E02F0
thunk,0x0001BD56,0x001E0370,ILT of 0x001E0370
thunk,0x00035661,0x0035F270,ILT of 0x0035F270
thunk,0x00044C1F,0x0035F320,ILT of 0x0035F320
thunk,0x000151CC,0x0035FDF0,ILT of 0x0035FDF0
thunk,0x000143B7,0x0035F4E0,ILT of 0x0035F4E0
thunk,0x00044710,0x0035F380,ILT of 0x0035F380
thunk,0x00003116,0x0035F3D0,ILT of 0x0035F3D0
thunk,0x00020153,0x0035F410,ILT of 0x0035F410
thunk,0x00028A74,0x0035F4A0,ILT of 0x0035F4A0
thunk,0x0001BC3E,0x0035F4B0,ILT of 0x0035F4B0
thunk,0x00008B48,0x0035F600,ILT of 0x0035F600
thunk,0x00041600,0x0035F4C0,ILT of 0x0035F4C0
thunk,0x00012094,0x0035F1A0,ILT of 0x0035F1A0
thunk,0x0004585E,0x0035F1D0,ILT of 0x0035F1D0
thunk,0x00033497,0x00067940,ILT of 0x00067940
thunk,0x0000C135,0x0035F8F0,ILT of 0x0035F8F0
thunk,0x00008DA0,0x0035F920,ILT of 0x0035F920
thunk,0x0000B532,0x00383150,ILT of 0x00383150
thunk,0x00041ED9,0x00065470,ILT of 0x00065470
thunk,0x0000A4CA,0x00340B80,ILT of 0x00340B80
thunk,0x00023C6D,0x00388C10,ILT of 0x00388C10
thunk,0x000074B4,0x004E5DF0,ILT of populatePlayerInfo (the lexicon-free helper reached from grabMultiPlayerInfo and grabSinglePlayerInfo)
insn,0x004E8237,call 0x4074b4,grabMultiPlayerInfo calls populatePlayerInfo(p count) for non-observers
insn,0x004E8393,call 0x4074b4,grabSinglePlayerInfo calls populatePlayerInfo(localPlayer 0)
insn,0x004E5DF0,push -1,populatePlayerInfo 0x004E5DF0: body start (SEH prologue of the 7004-byte Ghidra body)
