table_rva,ini_key,bfme_offset,upstream_class,upstream_member,votes,margin,notes
0x00cfc430,RightHUDImage,0x14,ControlBarScheme,m_rightHUDImage,65,64,
0x00cfc430,BuildUpClockColor,0x18,ControlBarScheme,m_buildUpClockColor,65,64,
0x00cfc430,ButtonBorderBuildColor,0x1c,ControlBarScheme,m_borderBuildColor,65,64,
0x00cfc430,CommandBarBorderColor,0x30,ControlBarScheme,m_commandBarBorderColor,65,64,
0x00cfc430,ButtonBorderActionColor,0x20,ControlBarScheme,m_borderActionColor,65,64,
0x00cfc430,ButtonBorderUpgradeColor,0x24,ControlBarScheme,m_borderUpgradeColor,65,64,
0x00cfc430,ButtonBorderSystemColor,0x28,ControlBarScheme,m_borderSystemColor,65,64,
0x00cfc430,ButtonBorderAlteredColor,0x2c,,,65,64,no upstream key
0x00cfc430,OptionsButtonEnable,0x34,ControlBarScheme,m_optionsButtonEnable,65,64,
0x00cfc430,OptionsButtonHightlited,0x38,ControlBarScheme,m_optionsButtonHightlited,65,64,
0x00cfc430,OptionsButtonPushed,0x3c,ControlBarScheme,m_optionsButtonPushed,65,64,
0x00cfc430,OptionsButtonDisabled,0x40,ControlBarScheme,m_optionsButtonDisabled,65,64,
0x00cfc430,IdleWorkerButtonEnable,0x44,ControlBarScheme,m_idleWorkerButtonEnable,65,64,
0x00cfc430,IdleWorkerButtonHightlited,0x48,ControlBarScheme,m_idleWorkerButtonHightlited,65,64,
0x00cfc430,IdleWorkerButtonPushed,0x4c,ControlBarScheme,m_idleWorkerButtonPushed,65,64,
0x00cfc430,IdleWorkerButtonDisabled,0x50,ControlBarScheme,m_idleWorkerButtonDisabled,65,64,
0x00cfc430,BuddyButtonEnable,0x54,ControlBarScheme,m_buddyButtonEnable,65,64,
0x00cfc430,BuddyButtonHightlited,0x58,ControlBarScheme,m_buddyButtonHightlited,65,64,
0x00cfc430,BuddyButtonPushed,0x5c,ControlBarScheme,m_buddyButtonPushed,65,64,
0x00cfc430,BuddyButtonDisabled,0x60,ControlBarScheme,m_buddyButtonDisabled,65,64,
0x00cfc430,BeaconButtonEnable,0x64,ControlBarScheme,m_beaconButtonEnable,65,64,
0x00cfc430,BeaconButtonHightlited,0x68,ControlBarScheme,m_beaconButtonHightlited,65,64,
0x00cfc430,BeaconButtonPushed,0x6c,ControlBarScheme,m_beaconButtonPushed,65,64,
0x00cfc430,BeaconButtonDisabled,0x70,ControlBarScheme,m_beaconButtonDisabled,65,64,
0x00cfc430,GenBarButtonIn,0x74,ControlBarScheme,m_genBarButtonIn,65,64,
0x00cfc430,GenBarButtonOn,0x78,ControlBarScheme,m_genBarButtonOn,65,64,
0x00cfc430,ToggleButtonUpIn,0x7c,ControlBarScheme,m_toggleButtonUpIn,65,64,
0x00cfc430,ToggleButtonUpOn,0x80,ControlBarScheme,m_toggleButtonUpOn,65,64,
0x00cfc430,ToggleButtonUpPushed,0x84,ControlBarScheme,m_toggleButtonUpPushed,65,64,
0x00cfc430,ToggleButtonDownIn,0x88,ControlBarScheme,m_toggleButtonDownIn,65,64,
0x00cfc430,ToggleButtonDownOn,0x8c,ControlBarScheme,m_toggleButtonDownOn,65,64,
0x00cfc430,ToggleButtonDownPushed,0x90,ControlBarScheme,m_toggleButtonDownPushed,65,64,
0x00cfc430,GeneralButtonEnable,0x94,ControlBarScheme,m_generalButtonEnable,65,64,
0x00cfc430,GeneralButtonHightlited,0x98,ControlBarScheme,m_generalButtonHightlited,65,64,
0x00cfc430,GeneralButtonPushed,0x9c,ControlBarScheme,m_generalButtonPushed,65,64,
0x00cfc430,GeneralButtonDisabled,0xa0,ControlBarScheme,m_generalButtonDisabled,65,64,
0x00cfc430,UAttackButtonEnable,0xa4,ControlBarScheme,m_uAttackButtonEnable,65,64,
0x00cfc430,UAttackButtonHightlited,0xa8,ControlBarScheme,m_uAttackButtonHightlited,65,64,
0x00cfc430,UAttackButtonPushed,0xac,ControlBarScheme,m_uAttackButtonPushed,65,64,
0x00cfc430,GenArrow,0xbc,ControlBarScheme,m_genArrow,65,64,
0x00cfc430,MinMaxButtonEnable,0xb0,ControlBarScheme,m_minMaxButtonEnable,65,64,
0x00cfc430,MinMaxButtonHightlited,0xb4,ControlBarScheme,m_minMaxButtonHightlited,65,64,
0x00cfc430,MinMaxButtonPushed,0xb8,ControlBarScheme,m_minMaxButtonPushed,65,64,
0x00cfc430,MinMaxUL,0xd0,ControlBarScheme,m_minMaxUL,65,64,
0x00cfc430,MinMaxLR,0xd8,ControlBarScheme,m_minMaxLR,65,64,
0x00cfc430,GeneralUL,0xe0,ControlBarScheme,m_generalUL,65,64,
0x00cfc430,GeneralLR,0xe8,ControlBarScheme,m_generalLR,65,64,
0x00cfc430,UAttackUL,0xf0,ControlBarScheme,m_uAttackUL,65,64,
0x00cfc430,UAttackLR,0xf8,ControlBarScheme,m_uAttackLR,65,64,
0x00cfc430,OptionsUL,0x100,ControlBarScheme,m_optionsUL,65,64,
0x00cfc430,OptionsLR,0x108,ControlBarScheme,m_optionsLR,65,64,
0x00cfc430,WorkerUL,0x110,ControlBarScheme,m_workerUL,65,64,
0x00cfc430,WorkerLR,0x118,ControlBarScheme,m_workerLR,65,64,
0x00cfc430,ChatUL,0x120,ControlBarScheme,m_chatUL,65,64,
0x00cfc430,ChatLR,0x128,ControlBarScheme,m_chatLR,65,64,
0x00cfc430,BeaconUL,0x130,ControlBarScheme,m_beaconUL,65,64,
0x00cfc430,BeaconLR,0x138,ControlBarScheme,m_beaconLR,65,64,
0x00cfc430,PowerBarUL,0x140,ControlBarScheme,m_powerBarUL,65,64,
0x00cfc430,PowerBarLR,0x148,ControlBarScheme,m_powerBarLR,65,64,
0x00cfc430,MoneyUL,0xc0,ControlBarScheme,m_moneyUL,65,64,
0x00cfc430,MoneyLR,0xc8,ControlBarScheme,m_moneyLR,65,64,
0x00cfc430,CommandMarkerImage,0x154,ControlBarScheme,m_commandMarkerImage,65,64,
0x00cfc430,ExpBarForegroundImage,0x150,ControlBarScheme,m_expBarForeground,65,64,
0x00cfcf58,Position,0x4,ControlBarSchemeImage,m_position,4,1,vote picked from ShellMenuSchemeImage::m_position
0x00cfcf58,Size,0xc,ControlBarSchemeImage,m_size,4,1,vote picked from ParticleSystemTemplate::m_startSize|ShellMenuSchemeImage::m_size
0x00cfcf58,ImageName,0x14,ControlBarSchemeImage,m_image,4,1,vote picked from ShellMenuSchemeImage::m_image
0x00cfcf58,Layer,0x18,ControlBarSchemeImage,m_layer,4,1,
0x00cfd030,Position,0x4,ControlBarSchemeImage,m_position,4,1,vote picked from ShellMenuSchemeImage::m_position
0x00cfd030,Size,0xc,ControlBarSchemeImage,m_size,4,1,vote picked from ParticleSystemTemplate::m_startSize|ShellMenuSchemeImage::m_size
0x00cfd030,ImageName,0x14,ControlBarSchemeImage,m_image,4,1,vote picked from ShellMenuSchemeImage::m_image
0x00cfd030,Layer,0x18,ControlBarSchemeImage,m_layer,4,1,
0x00cfd0a8,Name,0x0,ControlBarSchemeAnimation,m_name,4,3,vote picked from BuildListInfo::m_buildingName|ParticleSystemFXNugget::m_name|RayEffectFXNugget::m_templateName|SoundFXNugget::m_soundName
0x00cfd0a8,Animation,0x4,ControlBarSchemeAnimation,m_animType,4,3,vote picked from ModelConditionInfo::m_animations
0x00cfd0a8,Duration,0xc,ControlBarSchemeAnimation,m_animDuration,4,3,
0x00cfd0a8,FinalPos,0x10,ControlBarSchemeAnimation,m_finalPos,4,3,
0x00cfd0a8,ImagePart,0x0,,,4,3,no upstream key
0x00d0b5f0,ImagePart,0x0,,,0,0,no upstream key
0x00d0b5f0,LinePart,0x0,,,0,0,no upstream key
0x00d0b638,Position,0x4,,,3,0,ambiguous: ControlBarSchemeImage::m_position|ShellMenuSchemeImage::m_position
0x00d0b638,Size,0xc,,,3,0,ambiguous: ControlBarSchemeImage::m_size|ParticleSystemTemplate::m_startSize|ShellMenuSchemeImage::m_size
0x00d0b638,ImageName,0x14,,,3,0,ambiguous: ControlBarSchemeImage::m_image|ShellMenuSchemeImage::m_image
0x00d0b6a0,StartPosition,0x0,ShellMenuSchemeLine,m_startPos,4,2,
0x00d0b6a0,EndPosition,0x8,ShellMenuSchemeLine,m_endPos,4,2,
0x00d0b6a0,Color,0x14,ShellMenuSchemeLine,m_color,4,2,vote picked from LightPulseFXNugget::m_color|RadiusDecalTemplate::m_color|TracerFXNugget::m_color
0x00d0b6a0,Width,0x10,ShellMenuSchemeLine,m_width,4,2,vote picked from TracerFXNugget::m_width|W3DProjectileStreamDrawModuleData::m_width
0x00d0b898,FlagObj,0x0,,,0,0,no upstream key
0x00d0b898,GlowObj,0x4,,,0,0,no upstream key
0x00d0b898,WipeMovie,0x8,,,0,0,no upstream key
0x00d0b898,WipeFrame,0xc,,,0,0,no upstream key
0x00d0b918,Name,0x0,,,1,0,ambiguous: BuildListInfo::m_buildingName|ControlBarSchemeAnimation::m_name|ParticleSystemFXNugget::m_name|RayEffectFXNugget::m_templateName|SoundFXNugget::m_soundName
0x00d0b918,PluralName,0x4,,,1,0,no upstream key
0x00d0b918,Filter,0x8,,,1,0,no upstream key
0x00d0b984,HeroFilter,0x1c,,,0,0,no upstream key
0x00d0b984,UnitCategory,0x20,,,0,0,no upstream key
0x00d0c6cc,StartFrame,0x10,,,0,0,no upstream key
0x00d0c6cc,EndFrame,0x14,,,0,0,no upstream key
0x00d0c7c8,StartFrame,0x10,,,0,0,no upstream key
0x00d0c7c8,EndFrame,0x14,,,0,0,no upstream key
0x00d0c7c8,FadeInUnfrozenSounds,0x18,,,0,0,no upstream key
0x00d0c83c,StartFrame,0x10,,,0,0,no upstream key
0x00d0c83c,EndFrame,0x14,,,0,0,no upstream key
0x00d0c8c0,FadeImage,0x30,,,0,0,no upstream key
0x00d0c8c0,CrossFadeImage,0x34,,,0,0,no upstream key
0x00d0c8c0,StartFrame,0x10,,,0,0,no upstream key
0x00d0c8c0,EndFrame,0x14,,,0,0,no upstream key
0x00d0c948,FadeImage,0x30,,,0,0,no upstream key
0x00d0c948,StartFrame,0x10,,,0,0,no upstream key
0x00d0c948,EndFrame,0x14,,,0,0,no upstream key
0x00d0c9bc,StartFrame,0x10,,,0,0,no upstream key
0x00d0c9bc,EndFrame,0x14,,,0,0,no upstream key
0x00d0ca40,StartFrame,0x10,,,0,0,no upstream key
0x00d0ca40,EndFrame,0x14,,,0,0,no upstream key
0x00d0cba0,StartFrame,0x10,,,0,0,no upstream key
0x00d0cba0,EndFrame,0x14,,,0,0,no upstream key
0x00d0cba0,FadeColor,0x30,,,0,0,no upstream key
0x00d0cc38,StartFrame,0x10,,,0,0,no upstream key
0x00d0cc38,EndFrame,0x14,,,0,0,no upstream key
0x00d0cc38,ViewsToFade,0x18,,,0,0,no upstream key
0x00d0cc38,LeaveSilent,0x1c,,,0,0,no upstream key
0x00d0ccc0,StartFrame,0x10,,,0,0,no upstream key
0x00d0ccc0,EndFrame,0x14,,,0,0,no upstream key
0x00d0cd24,StartFrame,0x10,,,0,0,no upstream key
0x00d0cd24,EndFrame,0x14,,,0,0,no upstream key
0x00d0d070,CursorText,0x4,CursorInfo,cursorText,21,8,sole candidate; table votes Mouse
0x00d0d070,CursorTextColor,0x8,CursorInfo,cursorTextColor,21,8,sole candidate; table votes Mouse
0x00d0d070,CursorTextDropColor,0x18,CursorInfo,cursorTextDropColor,21,8,sole candidate; table votes Mouse
0x00d0d070,W3DModel,0x30,CursorInfo,W3DModelName,21,8,sole candidate; table votes Mouse
0x00d0d070,W3DAnim,0x34,CursorInfo,W3DAnimName,21,8,sole candidate; table votes Mouse
0x00d0d070,W3DScale,0x38,CursorInfo,W3DScale,21,8,sole candidate; table votes Mouse
0x00d0d070,Loop,0x3c,CursorInfo,loop,21,8,sole candidate; table votes Mouse
0x00d0d070,Image,0x2c,CursorInfo,imageName,21,8,sole candidate; table votes Mouse
0x00d0d070,Texture,0x28,,,21,8,ambiguous: CursorInfo::textureName|Image::m_filename|RadiusDecalTemplate::m_name|TerrainRoadType::m_texture|TerrainType::m_texture|W3DLaserDrawModuleData::m_textureName|W3DProjectileStreamDrawModuleData::m_textureName
0x00d0d070,HotSpot,0x40,CursorInfo,hotSpotPosition,21,8,sole candidate; table votes Mouse
0x00d0d070,Frames,0x48,CursorInfo,numFrames,21,8,sole candidate; table votes Mouse
0x00d0d070,FPS,0x4c,CursorInfo,fps,21,8,sole candidate; table votes Mouse
0x00d0d070,Directions,0x50,CursorInfo,numDirections,21,8,sole candidate; table votes Mouse
0x00d0d070,TooltipFontName,0x1070,Mouse,m_tooltipFontName,21,8,vote picked from GlobalLanguage::m_tooltipFontName
0x00d0d070,TooltipFontSize,0x1074,Mouse,m_tooltipFontSize,21,8,
0x00d0d070,TooltipFontIsBold,0x1078,Mouse,m_tooltipFontIsBold,21,8,
0x00d0d070,TooltipAnimateBackground,0x1079,Mouse,m_tooltipAnimateBackground,21,8,
0x00d0d070,TooltipFillTime,0x107c,Mouse,m_tooltipFillTime,21,8,
0x00d0d070,TooltipDelayTime,0x1080,Mouse,m_tooltipDelayTime,21,8,
0x00d0d070,TooltipTextColor,0x1090,Mouse,m_tooltipColorText,21,8,
0x00d0d070,TooltipHighlightColor,0x10a0,Mouse,m_tooltipColorHighlight,21,8,
0x00d0d070,TooltipShadowColor,0x10b0,Mouse,m_tooltipColorShadow,21,8,
0x00d0d070,TooltipBackgroundColor,0x10c0,Mouse,m_tooltipColorBackground,21,8,
0x00d0d070,TooltipBorderColor,0x10d0,Mouse,m_tooltipColorBorder,21,8,
0x00d0d070,TooltipWidth,0x1084,Mouse,m_tooltipWidth,21,8,
0x00d0d070,CursorMode,0x10e0,Mouse,m_currentRedrawMode,21,8,
0x00d0d070,UseTooltipAltTextColor,0x10e4,Mouse,m_useTooltipAltTextColor,21,8,
0x00d0d070,UseTooltipAltBackColor,0x10e5,Mouse,m_useTooltipAltBackColor,21,8,
0x00d0d070,AdjustTooltipAltColor,0x10e6,Mouse,m_adjustTooltipAltColor,21,8,
0x00d0d070,OrthoCamera,0x10e7,Mouse,m_orthoCamera,21,8,
0x00d0d070,OrthoZoom,0x10e8,Mouse,m_orthoZoom,21,8,
0x00d0d070,DragTolerance,0x10ec,Mouse,m_dragTolerance,21,8,
0x00d0d070,DragTolerance3D,0x10f0,Mouse,m_dragTolerance3D,21,8,
0x00d0d070,DragToleranceMS,0x10f4,Mouse,m_dragToleranceMS,21,8,
0x00d0e570,Key,0x8,MetaMapRec,m_key,7,5,
0x00d0e570,Transition,0xc,MetaMapRec,m_transition,7,5,
0x00d0e570,Modifiers,0x10,MetaMapRec,m_modState,7,5,
0x00d0e570,UseableIn,0x14,MetaMapRec,m_usableIn,7,5,
0x00d0e570,Category,0x18,MetaMapRec,m_category,7,5,
0x00d0e570,Description,0x1c,MetaMapRec,m_description,7,5,vote picked from ScienceInfo::m_description
0x00d0e570,DisplayName,0x20,MetaMapRec,m_displayName,7,5,vote picked from PlayerTemplate::m_displayName|ScienceInfo::m_name|ThingTemplate::m_displayName|UpgradeTemplate::m_displayNameLabel
0x00d0f0f0,NumberImages,0x0,,,3,2,no upstream key
0x00d0f0f0,Image,0x0,CursorInfo,imageName,3,2,sole candidate; table votes Anim2DTemplate
0x00d0f0f0,ImageSequence,0x0,,,3,2,no upstream key
0x00d0f0f0,AnimationMode,0x14,Anim2DTemplate,m_animMode,3,2,vote picked from ModelConditionInfo::m_mode
0x00d0f0f0,AnimationDelay,0x12,Anim2DTemplate,m_framesBetweenUpdates,3,2,
0x00d0f0f0,RandomizeStartFrame,0x18,Anim2DTemplate,m_randomizeStartFrame,3,2,
0x00d0f590,Mission,0x0,,,3,3,no upstream key
0x00d0f590,FirstMission,0x8,Campaign,m_firstMission,3,3,
0x00d0f590,CampaignNameLabel,0xc,Campaign,m_campaignNameLabel,3,3,
0x00d0f590,FinalVictoryMovie,0x14,Campaign,m_finalMovieName,3,3,
0x00d0f778,Map,0x8,Mission,m_mapName,14,14,
0x00d0f778,NextMission,0xc,Mission,m_nextMission,14,14,
0x00d0f778,IntroMovie,0x10,Mission,m_movieLabel,14,14,
0x00d0f778,ObjectiveLine0,0x14,Mission,m_missionObjectivesLabel,14,14,
0x00d0f778,ObjectiveLine1,0x18,Mission,m_missionObjectivesLabel,14,14,
0x00d0f778,ObjectiveLine2,0x1c,Mission,m_missionObjectivesLabel,14,14,
0x00d0f778,ObjectiveLine3,0x20,Mission,m_missionObjectivesLabel,14,14,
0x00d0f778,ObjectiveLine4,0x24,Mission,m_missionObjectivesLabel,14,14,
0x00d0f778,BriefingVoice,0x28,Mission,m_briefingVoice,14,14,
0x00d0f778,UnitNames0,0x9c,Mission,m_unitNames,14,14,
0x00d0f778,UnitNames1,0xa0,Mission,m_unitNames,14,14,
0x00d0f778,UnitNames2,0xa4,Mission,m_unitNames,14,14,
0x00d0f778,LocationNameLabel,0x98,Mission,m_locationNameLabel,14,14,
0x00d0f778,VoiceLength,0xa8,Mission,m_voiceLength,14,14,
0x00d0f92c,System,0x0,,,0,0,no upstream key
0x00d0ff08,Texture,0x8,Image,m_filename,5,4,vote picked from CursorInfo::textureName|RadiusDecalTemplate::m_name|TerrainRoadType::m_texture|TerrainType::m_texture|W3DLaserDrawModuleData::m_textureName|W3DProjectileStreamDrawModuleData::m_textureName
0x00d0ff08,TextureWidth,0xc,Image,m_textureSize,5,4,
0x00d0ff08,TextureHeight,0x10,Image,m_textureSize,5,4,
0x00d0ff08,Coords,0x14,Image,m_UVCoords,5,4,
0x00d0ff08,Status,0x30,Image,m_status,5,4,
0x00d13360,Alpha1,0xc,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha2,0x1c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha3,0x2c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha4,0x3c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha5,0x4c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha6,0x5c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha7,0x6c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13360,Alpha8,0x7c,ParticleSystemTemplate,m_alphaKey,8,8,
0x00d13460,Color1,0xc,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color2,0x1c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color3,0x2c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color4,0x3c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color5,0x4c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color6,0x5c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color7,0x6c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,Color8,0x7c,ParticleSystemTemplate,m_colorKey,9,9,
0x00d13460,ColorScale,0x8c,ParticleSystemTemplate,m_colorScale,9,9,
0x00d136e8,OffsetX,0xc,,,1,1,no upstream key
0x00d136e8,OffsetY,0x18,,,1,1,no upstream key
0x00d136e8,OffsetZ,0x24,StickyBombUpdateModuleData,m_offsetZ,1,1,
0x00d136e8,MultiChance,0x30,,,1,1,no upstream key
0x00d136e8,TileTexture,0x34,,,1,1,no upstream key
0x00d138b0,MultiRenderObjects,0x14,,,1,1,no upstream key
0x00d138b0,RenderGroup1,0x18,,,1,1,no upstream key
0x00d138b0,NumObjects1,0x1c,,,1,1,no upstream key
0x00d138b0,Percent1,0x20,,,1,1,no upstream key
0x00d138b0,Shader1,0x24,,,1,1,no upstream key
0x00d138b0,RenderGroup2,0x28,,,1,1,no upstream key
0x00d138b0,NumObjects2,0x2c,,,1,1,no upstream key
0x00d138b0,Percent2,0x30,,,1,1,no upstream key
0x00d138b0,Shader2,0x34,,,1,1,no upstream key
0x00d138b0,RenderGroup3,0x38,,,1,1,no upstream key
0x00d138b0,NumObjects3,0x3c,,,1,1,no upstream key
0x00d138b0,Percent3,0x40,,,1,1,no upstream key
0x00d138b0,Shader3,0x44,,,1,1,no upstream key
0x00d138b0,SinkOnTerrainCollision,0xc,,,1,1,no upstream key
0x00d138b0,SinkRate,0x10,SlowDeathBehaviorModuleData,m_sinkRate,1,1,
0x00d13a88,IsHollow,0xc,ParticleSystemTemplate,m_isEmissionVolumeHollow,1,1,
0x00d13a88,HalfSize,0x10,,,1,1,no upstream key
0x00d13b90,Radial,0xc,,,0,0,no upstream key
0x00d13b90,Normal,0x18,,,0,0,no upstream key
0x00d13ca0,IsHollow,0xc,ParticleSystemTemplate,m_isEmissionVolumeHollow,2,1,sole candidate; table votes ParticleSystemFXNugget
0x00d13ca0,Radius,0x10,ParticleSystemFXNugget,m_radius,2,1,vote picked from AutoHealBehaviorModuleData::m_radius|HordeUpdateModuleData::m_minDist|LightPulseFXNugget::m_radius|PropagandaTowerBehaviorModuleData::m_scanRadius|TerrainScorchFXNugget::m_radius
0x00d13ca0,Length,0x14,TracerFXNugget,m_length,2,1,sole candidate; table votes ParticleSystemFXNugget
0x00d13ca0,Offset,0x18,ParticleSystemFXNugget,m_offset,2,1,vote picked from GenericObjectCreationNugget::m_offset
0x00d13e30,IsHollow,0xc,ParticleSystemTemplate,m_isEmissionVolumeHollow,1,1,
0x00d13e30,StartPoint,0x10,,,1,1,no upstream key
0x00d13e30,EndPoint,0x1c,,,1,1,no upstream key
0x00d13f40,X,0xc,,,0,0,no upstream key
0x00d13f40,Y,0x18,,,0,0,no upstream key
0x00d13f40,Z,0x24,,,0,0,no upstream key
0x00d13fe4,Speed,0xc,,,1,0,ambiguous: LocomotorTemplate::m_maxSpeed|TracerFXNugget::m_speed
0x00d13fe4,OtherSpeed,0x18,,,1,0,no upstream key
0x00d14060,IsHollow,0xc,ParticleSystemTemplate,m_isEmissionVolumeHollow,1,1,
0x00d140d8,Speed,0xc,,,1,0,ambiguous: LocomotorTemplate::m_maxSpeed|TracerFXNugget::m_speed
0x00d14144,IsHollow,0xc,ParticleSystemTemplate,m_isEmissionVolumeHollow,1,0,sole candidate; table vote decided nothing
0x00d14144,Radius,0x10,,,1,0,ambiguous: AutoHealBehaviorModuleData::m_radius|HordeUpdateModuleData::m_minDist|LightPulseFXNugget::m_radius|ParticleSystemFXNugget::m_radius|PropagandaTowerBehaviorModuleData::m_scanRadius|TerrainScorchFXNugget::m_radius
0x00d14300,StartPoint,0x10,,,0,0,no upstream key
0x00d14300,EndPoint,0x1c,,,0,0,no upstream key
0x00d14300,Amplitude1,0x28,,,0,0,no upstream key
0x00d14300,Frequency1,0x34,,,0,0,no upstream key
0x00d14300,Phase1,0x40,,,0,0,no upstream key
0x00d14300,Amplitude2,0x4c,,,0,0,no upstream key
0x00d14300,Frequency2,0x58,,,0,0,no upstream key
0x00d14300,Phase2,0x64,,,0,0,no upstream key
0x00d14300,Amplitude3,0x70,,,0,0,no upstream key
0x00d14300,Frequency3,0x7c,,,0,0,no upstream key
0x00d14300,Phase3,0x88,,,0,0,no upstream key
0x00d14450,EventTime,0x14,,,0,0,no upstream key
0x00d14450,EventFX,0x10,,,0,0,no upstream key
0x00d14450,PerParticle,0x8,,,0,0,no upstream key
0x00d14450,KillAfterEvent,0x9,,,0,0,no upstream key
0x00d14518,HeightOffset,0x14,,,0,0,no upstream key
0x00d14518,EventFX,0x10,,,0,0,no upstream key
0x00d14518,OrientFXToTerrain,0x20,,,0,0,no upstream key
0x00d14518,PerParticle,0x8,,,0,0,no upstream key
0x00d14518,KillAfterEvent,0x9,,,0,0,no upstream key
0x00d145b0,Gravity,0x18,ParticleSystemTemplate,m_gravity,3,2,vote picked from GlobalData::m_gravity
0x00d145b0,VelocityDamping,0x1c,ParticleSystemTemplate,m_velDamping,3,2,
0x00d145b0,DriftVelocity,0xc,ParticleSystemTemplate,m_driftVelocity,3,2,
0x00d14768,WindMotion,0xc,ParticleSystemTemplate,m_windMotion,7,7,
0x00d14768,WindStrength,0x10,,,7,7,no upstream key
0x00d14768,WindFullStrengthDist,0x14,,,7,7,no upstream key
0x00d14768,WindZeroStrengthDist,0x18,,,7,7,no upstream key
0x00d14768,WindAngleChangeMin,0x24,ParticleSystemTemplate,m_windAngleChangeMin,7,7,
0x00d14768,WindAngleChangeMax,0x28,ParticleSystemTemplate,m_windAngleChangeMax,7,7,
0x00d14768,WindPingPongStartAngleMin,0x30,ParticleSystemTemplate,m_windMotionStartAngleMin,7,7,
0x00d14768,WindPingPongStartAngleMax,0x34,ParticleSystemTemplate,m_windMotionStartAngleMax,7,7,
0x00d14768,WindPingPongEndAngleMin,0x3c,ParticleSystemTemplate,m_windMotionEndAngleMin,7,7,
0x00d14768,WindPingPongEndAngleMax,0x40,ParticleSystemTemplate,m_windMotionEndAngleMax,7,7,
0x00d14768,TurbulenceAmplitude,0x48,,,7,7,no upstream key
0x00d14768,TurbulenceFrequency,0x4c,,,7,7,no upstream key
0x00d14958,SizeRate,0xc,ParticleSystemTemplate,m_sizeRate,5,5,
0x00d14958,SizeRateDamping,0x18,ParticleSystemTemplate,m_sizeRateDamping,5,5,
0x00d14958,AngleZ,0x24,ParticleSystemTemplate,m_angleZ,5,5,
0x00d14958,AngularRateZ,0x30,ParticleSystemTemplate,m_angularRateZ,5,5,
0x00d14958,AngularDamping,0x3c,ParticleSystemTemplate,m_angularDamping,5,5,
0x00d14958,Rotation,0x48,,,5,5,no upstream key
0x00d14aa0,StartSizeX,0xc,,,3,3,no upstream key
0x00d14aa0,StartSizeY,0x18,,,3,3,no upstream key
0x00d14aa0,StartSizeZ,0x24,,,3,3,no upstream key
0x00d14aa0,SizeRateX,0x30,,,3,3,no upstream key
0x00d14aa0,SizeRateY,0x3c,,,3,3,no upstream key
0x00d14aa0,SizeRateZ,0x48,,,3,3,no upstream key
0x00d14aa0,SizeDampingX,0x54,,,3,3,no upstream key
0x00d14aa0,SizeDampingY,0x60,,,3,3,no upstream key
0x00d14aa0,SizeDampingZ,0x6c,,,3,3,no upstream key
0x00d14aa0,AngleZ,0x78,ParticleSystemTemplate,m_angleZ,3,3,
0x00d14aa0,AngularRateZ,0x84,ParticleSystemTemplate,m_angularRateZ,3,3,
0x00d14aa0,AngularDamping,0x90,ParticleSystemTemplate,m_angularDamping,3,3,
0x00d14aa0,Rotation,0x9c,,,3,3,no upstream key
0x00d14bb0,Texture,0x38,TerrainRoadType,m_texture,3,2,vote picked from CursorInfo::textureName|Image::m_filename|RadiusDecalTemplate::m_name|TerrainType::m_texture|W3DLaserDrawModuleData::m_textureName|W3DProjectileStreamDrawModuleData::m_textureName
0x00d14bb0,RoadWidth,0x14,TerrainRoadType,m_roadWidth,3,2,
0x00d14bb0,RoadWidthInTexture,0x18,TerrainRoadType,m_roadWidthInTexture,3,2,
0x00d14bf0,BridgeScale,0x1c,TerrainRoadType,m_bridgeScale,20,19,
0x00d14bf0,ScaffoldObjectName,0x20,TerrainRoadType,m_scaffoldObjectName,20,19,
0x00d14bf0,ScaffoldSupportObjectName,0x24,TerrainRoadType,m_scaffoldSupportObjectName,20,19,
0x00d14bf0,RadarColor,0x28,TerrainRoadType,m_radarColor,20,19,
0x00d14bf0,TransitionEffectsHeight,0x144,TerrainRoadType,m_transitionEffectsHeight,20,19,
0x00d14bf0,NumFXPerType,0x148,TerrainRoadType,m_numFXPerType,20,19,
0x00d14bf0,BridgeModelName,0x34,TerrainRoadType,m_bridgeModelName,20,19,
0x00d14bf0,Texture,0x38,TerrainRoadType,m_texture,20,19,vote picked from CursorInfo::textureName|Image::m_filename|RadiusDecalTemplate::m_name|TerrainType::m_texture|W3DLaserDrawModuleData::m_textureName|W3DProjectileStreamDrawModuleData::m_textureName
0x00d14bf0,BridgeModelNameDamaged,0x3c,TerrainRoadType,m_bridgeModelNameDamaged,20,19,
