uData	0x810120
internal error: endif mismatch	0xab632c
internal error: IF with size greater then 1 found	0xab632c
internal error: instruction missing outputs	0xab632c
internal error: unexpected output register type	0xab7534
maximum predicate register index exceeded	0xab7828,0xab7534
maximum address register index exceeded	0xab7534
maximum temp register index exceeded	0xab7828,0xab7534
internal error: unexpected input register type	0xabdb9c,0xab7828
target does not support relative addressing	0xab7828
maximum loop register index exceeded	0xab7828
maximum bool register index exceeded	0xab7828
r_$Int%d	0xab7faa
internal error: non-vectorized pool violated port constraints	0xab83a6
internal error: result violated port constraints	0xab83a6
_bias opportunity missed because source was not clamped 0 to 1	0xabab66
complement opportunity missed because input result WAS clamped from 0 to 1	0xabafb1
constant table info exceeds maximum comment size	0xabb7c0
Microsoft (R) D3DX9 Shader Compiler 4.09.00.1126	0xabb7c0,0xabc11f
overlapping output semantics	0xabc7a4
maximum number of inputs exceeded	0xabc7a4
internal error: input register missing semantic	0xabc7a4
internal error: output register missing semantic	0xabc7a4
%s target does not support texture lookups	0xabc7a4
maximum number of samplers exceeded. %s target can have a maximum of %i samplers	0xabc7a4
c_$zz%d	0xabd66f
i_$zz%d	0xabd7aa
clip cannot be performed from a constant or literal	0xabdb9c
clip must be performed from a float4 vector for ps_2_0 models	0xabdb9c
cannot clip from a swizzled vector	0xabdb9c
clip must be performed from a float3 vector for ps_1_x models	0xabdb9c
DMUS_S_LAST_TOOL	0xad548e
DMUS_S_OVER_CHORD	0xad548e
DMUS_S_UP_OCTAVE	0xad548e
DMUS_S_DOWN_OCTAVE	0xad548e
DMUS_S_NOBUFFERCONTROL	0xad548e
DMUS_S_GARBAGE_COLLECTED	0xad548e
DMUS_S_STRING_TRUNCATED	0xad548e
D3DOK_NOAUTOGEN	0xad548e
DS_NO_VIRTUALIZATION	0xad548e
DMUS_S_PARTIALLOAD	0xad548e
DMUS_S_PARTIALDOWNLOAD	0xad548e
DMUS_S_REQUEUE	0xad548e
DMUS_S_FREE	0xad548e
DMUS_S_END	0xad548e
DV_PENDING	0xad548e
SEC_I_INCOMPLETE_CREDENTIALS	0xad548e
SEC_I_RENEGOTIATE	0xad548e
SEC_I_NO_LSA_CONTEXT	0xad548e
CRYPT_I_NEW_PROTECTION_REQUIRED	0xad548e
DV_FULLDUPLEX	0xad548e
DV_HALFDUPLEX	0xad548e
SEC_I_CONTEXT_EXPIRED	0xad548e
CONTEXT_S_LAST	0xad548e
CO_S_NOTALLINTERFACES	0xad548e
CO_S_MACHINENAMENOTFOUND	0xad548e
SEC_I_CONTINUE_NEEDED	0xad548e
SEC_I_COMPLETE_NEEDED	0xad548e
SEC_I_COMPLETE_AND_CONTINUE	0xad548e
SEC_I_LOCAL_LOGON	0xad548e
CONTEXT_S_FIRST	0xad548e
XACT_S_MADECHANGESINFORM	0xad548e
XACT_S_ALLNORETAIN	0xad548e
XACT_S_ABORTING	0xad548e
XACT_S_SINGLEPHASE	0xad548e
XACT_S_LOCALLY_OK	0xad548e
XACT_S_LAST	0xad548e
XACT_S_MADECHANGESCONTENT	0xad548e
SCHED_S_TASK_NO_VALID_TRIGGERS	0xad548e
SCHED_S_EVENT_TRIGGER	0xad548e
XACT_S_FIRST	0xad548e
XACT_S_DEFECT	0xad548e
XACT_S_READONLY	0xad548e
XACT_S_SOMENORETAIN	0xad548e
XACT_S_OKINFORM	0xad548e
SCHED_S_TASK_TERMINATED	0xad548e
VFW_S_DVD_NOT_ACCURATE	0xad548e
SCHED_S_TASK_READY	0xad548e
SCHED_S_TASK_RUNNING	0xad548e
SCHED_S_TASK_DISABLED	0xad548e
SCHED_S_TASK_HAS_NOT_RUN	0xad548e
SCHED_S_TASK_NO_MORE_RUNS	0xad548e
SCHED_S_TASK_NOT_SCHEDULED	0xad548e
VFW_S_DVD_CHANNEL_CONTENTS_NOT_AVAILABLE	0xad548e
VFW_S_ESTIMATED	0xad548e
VFW_S_RESERVED	0xad548e
VFW_S_STREAM_OFF	0xad548e
VFW_S_CANT_CUE	0xad548e
VFW_S_NO_STOP_TIME	0xad548e
VFW_S_NOPREVIEWPIN	0xad548e
VFW_S_DVD_NON_ONE_SEQUENTIAL	0xad548e
VFW_S_RPZA	0xad548e
VFW_S_SOME_DATA_IGNORED	0xad548e
VFW_S_CONNECTIONS_DEFERRED	0xad548e
VFW_S_RESOURCE_NOT_NEEDED	0xad548e
VFW_S_MEDIA_TYPE_IGNORED	0xad548e
VFW_S_VIDEO_NOT_RENDERED	0xad548e
VFW_S_AUDIO_NOT_RENDERED	0xad548e
VFW_S_PARTIAL_RENDER	0xad548e
MK_S_HIM	0xad548e
MK_S_US	0xad548e
MK_S_MONIKERALREADYREGISTERED	0xad548e
MK_S_LAST	0xad548e
EVENT_S_NOSUBSCRIBERS	0xad548e
VFW_S_DUPLICATE_NAME	0xad548e
VFW_S_STATE_INTERMEDIATE	0xad548e
MK_S_ME	0xad548e
CONVERT10_S_FIRST	0xad548e
CONVERT10_S_LAST	0xad548e
CLIPBRD_S_FIRST	0xad548e
CLIPBRD_S_LAST	0xad548e
MK_S_FIRST	0xad548e
MK_S_REDUCED_TO_SELF	0xad548e
ENUM_S_LAST	0xad548e
OLEOBJ_S_INVALIDHWND	0xad548e
OLEOBJ_S_LAST	0xad548e
CLIENTSITE_S_FIRST	0xad548e
CLIENTSITE_S_LAST	0xad548e
INPLACE_S_FIRST	0xad548e
INPLACE_S_LAST	0xad548e
ENUM_S_FIRST	0xad548e
OLEOBJ_S_CANNOT_DOVERB_NOW	0xad548e
REGDB_S_LAST	0xad548e
CACHE_S_FIRST	0xad548e
CACHE_S_SAMECACHE	0xad548e
CACHE_S_SOMECACHES_NOTUPDATED	0xad548e
CACHE_S_LAST	0xad548e
OLEOBJ_S_FIRST	0xad548e
REGDB_S_FIRST	0xad548e
CLASSFACTORY_S_LAST	0xad548e
MARSHAL_S_FIRST	0xad548e
MARSHAL_S_LAST	0xad548e
DATA_S_FIRST	0xad548e
DATA_S_LAST	0xad548e
VIEW_S_FIRST	0xad548e
VIEW_S_LAST	0xad548e
CLASSFACTORY_S_FIRST	0xad548e
OLE_S_MAC_CLIPFORMAT & MS_S_NOUPDATE	0xad548e
OLE_S_LAST	0xad548e
DRAGDROP_S_FIRST	0xad548e
DRAGDROP_S_CANCEL	0xad548e
DRAGDROP_S_USEDEFAULTCURSORS	0xad548e
VFW_S_NO_MORE_ITEMS	0xad548e
DRAGDROP_S_LAST	0xad548e
OLE_S_STATIC & MS_S_PENDING	0xad548e
STG_S_BLOCK	0xad548e
STG_S_RETRYNOW	0xad548e
STG_S_MONITORING	0xad548e
STG_S_MULTIPLEOPENS	0xad548e
STG_S_CONSOLIDATIONFAILED	0xad548e
STG_S_CANNOTCONSOLIDATE	0xad548e
OLE_S_FIRST	0xad548e
STG_S_CONVERTED	0xad548e
ERROR_SXS_DUPLICATE_CLSID	0xad548e
ERROR_SXS_SECTION_NOT_FOUND	0xad548e
ERROR_IPSEC_IKE_LOAD_SOFT_SA	0xad548e
ERROR_IPSEC_IKE_NEG_STATUS_BEGIN	0xad548e
ERROR_IPSEC_TRANSPORT_FILTER_EXISTS	0xad548e
ERROR_IPSEC_QM_POLICY_NOT_FOUND	0xad548e
ERROR_IPSEC_QM_POLICY_IN_USE	0xad548e
ERROR_IPSEC_MM_POLICY_EXISTS	0xad548e
ERROR_IPSEC_MM_POLICY_NOT_FOUND	0xad548e
ERROR_IPSEC_MM_POLICY_IN_USE	0xad548e
ERROR_IPSEC_MM_FILTER_EXISTS	0xad548e
ERROR_IPSEC_MM_FILTER_NOT_FOUND	0xad548e
ERROR_IPSEC_QM_POLICY_EXISTS	0xad548e
WSA_QOS_ADMISSION_FAILURE	0xad548e
WSANO_DATA	0xad548e
WSA_QOS_RECEIVERS	0xad548e
WSA_QOS_SENDERS	0xad548e
WSA_QOS_NO_SENDERS	0xad548e
WSA_QOS_NO_RECEIVERS	0xad548e
WSA_QOS_REQUEST_CONFIRMED	0xad548e
WSANO_RECOVERY	0xad548e
WSASERVICE_NOT_FOUND	0xad548e
WSATYPE_NOT_FOUND	0xad548e
WSA_E_NO_MORE	0xad548e
WSA_E_CANCELLED	0xad548e
WSAEREFUSED	0xad548e
WSAHOST_NOT_FOUND	0xad548e
WSATRY_AGAIN	0xad548e
WSASYSCALLFAILURE	0xad548e
WSAEHOSTUNREACH	0xad548e
DNS_ERROR_DP_ALREADY_ENLISTED	0xad548e
DNS_ERROR_DP_NOT_ENLISTED	0xad548e
DNS_ERROR_DP_ALREADY_EXISTS	0xad548e
DNS_ERROR_DP_DOES_NOT_EXIST	0xad548e
DNS_ERROR_INCONSISTENT_ROOT_HINTS	0xad548e
DNS_ERROR_CANNOT_FIND_ROOT_HINTS	0xad548e
DNS_ERROR_NOT_ALLOWED_UNDER_DELEGATION	0xad548e
DNS_ERROR_NUMERIC_NAME	0xad548e
DNS_ERROR_INVALID_NAME_CHAR	0xad548e
WSAEADDRINUSE	0xad548e
WSABASEERR	0xad548e
DNS_ERROR_NO_DNS_SERVERS	0xad548e
DNS_ERROR_NO_TCPIP	0xad548e
DNS_ERROR_SETUP_BASE	0xad548e
DNS_STATUS_CONTINUE_NEEDED	0xad548e
DNS_INFO_ADDED_LOCAL_WINS	0xad548e
DNS_ERROR_AXFR	0xad548e
DNS_INFO_AXFR_COMPLETE	0xad548e
DNS_ERROR_OPERATION_BASE	0xad548e
DNS_ERROR_DS_ZONE_ALREADY_EXISTS	0xad548e
DNS_ERROR_DS_UNAVAILABLE	0xad548e
DNS_WARNING_DOMAIN_UNDELETED	0xad548e
DNS_WARNING_PTR_CREATE_FAILED	0xad548e
DNS_ERROR_NAME_DOES_NOT_EXIST	0xad548e
DNS_ERROR_NO_ZONE_INFO	0xad548e
DNS_ERROR_ZONE_BASE	0xad548e
DNS_STATUS_SINGLE_PART_NAME	0xad548e
DNS_STATUS_DOTTED_NAME	0xad548e
DNS_ERROR_NON_RFC_NAME	0xad548e
DNS_ERROR_NOT_UNIQUE	0xad548e
DNS_ERROR_TRY_AGAIN_LATER	0xad548e
DNS_ERROR_INVALID_PROPERTY	0xad548e
DNS_ERROR_INVALID_TYPE	0xad548e
DNS_ERROR_GENERAL_API_BASE	0xad548e
DNS_ERROR_UNSECURE_PACKET	0xad548e
DNS_ERROR_RCODE	0xad548e
DNS_ERROR_BAD_PACKET	0xad548e
DNS_INFO_NO_RECORDS	0xad548e
DNS_ERROR_PACKET_FMT_BASE	0xad548e
DNS_ERROR_RCODE_BADTIME	0xad548e
DNS_ERROR_RCODE_BADSIG	0xad548e
DNS_ERROR_RCODE_NOTZONE	0xad548e
DNS_ERROR_RCODE_NOTAUTH	0xad548e
DNS_ERROR_RCODE_NXRRSET	0xad548e
DNS_ERROR_RCODE_YXDOMAIN	0xad548e
DNS_ERROR_RCODE_REFUSED	0xad548e
DNS_ERROR_RCODE_NOT_IMPLEMENTED	0xad548e
DNS_ERROR_RCODE_NAME_ERROR	0xad548e
DNS_ERROR_RCODE_FORMAT_ERROR	0xad548e
DNS_ERROR_RESPONSE_CODES_BASE	0xad548e
ERROR_DS_EXISTING_AD_CHILD_NC	0xad548e
ERROR_DS_DOMAIN_RENAME_IN_PROGRESS	0xad548e
ERROR_DS_WKO_CONTAINER_CANNOT_BE_SPECIAL	0xad548e
ERROR_SAM_INIT_FAILURE	0xad548e
ERROR_DS_AFFECTS_MULTIPLE_DSAS	0xad548e
ERROR_DS_CANT_MOD_OBJ_CLASS	0xad548e
ERROR_DS_BUSY	0xad548e
ERROR_DS_INVALID_ATTRIBUTE_SYNTAX	0xad548e
ERROR_DS_ATTRIBUTE_TYPE_UNDEFINED	0xad548e
ERROR_DS_ATTRIBUTE_OR_VALUE_EXISTS	0xad548e
ERROR_DS_NO_ATTRIBUTE_OR_VALUE	0xad548e
FRS_ERR_SYSVOL_DEMOTE	0xad548e
FRS_ERR_INVALID_SERVICE_PARAMETER	0xad548e
ERROR_DS_NOT_INSTALLED	0xad548e
ERROR_DS_MEMBERSHIP_EVALUATED_LOCALLY	0xad548e
FRS_ERR_SYSVOL_IS_BUSY	0xad548e
FRS_ERR_SYSVOL_POPULATE	0xad548e
FRS_ERR_SERVICE_COMM	0xad548e
FRS_ERR_STARTING_SERVICE	0xad548e
FRS_ERR_STOPPING_SERVICE	0xad548e
FRS_ERR_INTERNAL_API	0xad548e
FRS_ERR_INTERNAL	0xad548e
FRS_ERR_INVALID_API_SEQUENCE	0xad548e
ERROR_CTX_LICENSE_EXPIRED	0xad548e
ERROR_CTX_SHADOW_NOT_RUNNING	0xad548e
ERROR_CTX_SHADOW_ENDED_BY_MODE_CHANGE	0xad548e
ERROR_ACTIVATION_COUNT_EXCEEDED	0xad548e
ERROR_CTX_LICENSE_CLIENT_INVALID	0xad548e
ERROR_CTX_CONSOLE_DISCONNECT	0xad548e
ERROR_CTX_WINSTATION_NOT_FOUND	0xad548e
ERROR_CTX_MODEM_RESPONSE_NO_CARRIER	0xad548e
ERROR_CTX_MODEM_RESPONSE_ERROR	0xad548e
ERROR_CTX_INVALID_MODEMNAME	0xad548e
ERROR_CTX_MODEM_INF_NOT_FOUND	0xad548e
ERROR_CTX_SERVICE_NAME_COLLISION	0xad548e
ERROR_CTX_CLOSE_PENDING	0xad548e
ERROR_CTX_NO_OUTBUF	0xad548e
ERROR_CTX_WD_NOT_FOUND	0xad548e
SCHED_E_SERVICE_NOT_LOCALSYSTEM	0xad548e
ERROR_CTX_WINSTATION_NAME_INVALID	0xad548e
ERROR_CTX_INVALID_PD	0xad548e
ERROR_CTX_PD_NOT_FOUND	0xad548e
ERROR_NO_BROWSER_SERVERS_FOUND	0xad548e
ERROR_ENCRYPTION_FAILED	0xad548e
ERROR_CLUSTER_MEMBERSHIP_INVALID_STATE	0xad548e
ERROR_DEPENDENCY_NOT_ALLOWED	0xad548e
ERROR_CLUSTER_JOIN_NOT_IN_PROGRESS	0xad548e
ERROR_QUORUMLOG_OPEN_FAILED	0xad548e
ERROR_RESOURCE_PROPERTIES_STORED	0xad548e
ERROR_OBJECT_ALREADY_EXISTS	0xad548e
ERROR_RESOURCE_NOT_ONLINE	0xad548e
ERROR_HOST_NODE_NOT_AVAILABLE	0xad548e
ERROR_RESOURCE_NOT_AVAILABLE	0xad548e
ERROR_SHUTDOWN_CLUSTER	0xad548e
ERROR_CANT_EVICT_ACTIVE_NODE	0xad548e
ERROR_DEPENDENCY_ALREADY_EXISTS	0xad548e
ERROR_REPARSE_ATTRIBUTE_CONFLICT	0xad548e
ERROR_REPARSE_TAG_INVALID	0xad548e
ERROR_REPARSE_TAG_MISMATCH	0xad548e
ERROR_VOLUME_NOT_SIS_ENABLED	0xad548e
ERROR_DEPENDENT_RESOURCE_EXISTS	0xad548e
ERROR_DEPENDENCY_NOT_FOUND	0xad548e
ERROR_NOT_A_REPARSE_POINT	0xad548e
ERROR_CLEANER_CARTRIDGE_INSTALLED	0xad548e
ERROR_NO_SUPPORTING_DRIVES	0xad548e
ERROR_INDIGENOUS_TYPE	0xad548e
ERROR_VOLUME_CONTAINS_SYS_FILES	0xad548e
ERROR_REMOTE_STORAGE_MEDIA_ERROR	0xad548e
ERROR_REMOTE_STORAGE_NOT_ACTIVE	0xad548e
ERROR_MESSAGE_EXCEEDS_MAX_SIZE	0xad548e
ERROR_UNABLE_TO_EJECT_MOUNTED_MEDIA	0xad548e
ERROR_WMI_INVALID_REGINFO	0xad548e
ERROR_WMI_DP_FAILED	0xad548e
ERROR_WMI_INSTANCE_NOT_FOUND	0xad548e
ERROR_REC_NON_EXISTENT	0xad548e
ERROR_RPL_NOT_ALLOWED	0xad548e
ERROR_DHCP_ADDRESS_CONFLICT	0xad548e
ERROR_FULL_BACKUP	0xad548e
ERROR_WINS_INTERNAL	0xad548e
ERROR_CAN_NOT_DEL_LOCAL_WINS	0xad548e
ERROR_STATIC_INIT	0xad548e
ERROR_INC_BACKUP	0xad548e
ERROR_PRINTER_DRIVER_BLOCKED	0xad548e
ERROR_PRINT_PROCESSOR_ALREADY_INSTALLED	0xad548e
ERROR_SPOOL_FILE_NOT_FOUND	0xad548e
ERROR_SPL_NO_ADDJOB	0xad548e
ERROR_PRINTER_DRIVER_IN_USE	0xad548e
ERROR_OPEN_FILES	0xad548e
ERROR_DEVICE_IN_USE	0xad548e
ERROR_UNKNOWN_PRINT_MONITOR	0xad548e
ERROR_NOT_CONNECTED	0xad548e
ERROR_CONNECTED_OTHER_PASSWORD_DEFAULT	0xad548e
ERROR_BAD_USERNAME	0xad548e
ERROR_CONNECTED_OTHER_PASSWORD	0xad548e
ERROR_INVALID_PIXEL_FORMAT	0xad548e
RPC_X_PIPE_CLOSED	0xad548e
RPC_S_INVALID_STRING_UUID	0xad548e
ERROR_LOGON_SESSION_EXISTS	0xad548e
ERROR_UNABLE_TO_MOVE_REPLACEMENT	0xad548e
ERROR_TOO_MANY_LINKS	0xad548e
ERROR_SERVICE_MARKED_FOR_DELETE	0xad548e
ERROR_BADDB	0xad548e
ERROR_FULLSCREEN_MODE	0xad548e
ERROR_NOACCESS	0xad548e
ERROR_EA_ACCESS_DENIED	0xad548e
ERROR_OPERATION_ABORTED	0xad548e
ERROR_IO_PENDING	0xad548e
ERROR_PIPE_LISTENING	0xad548e
ERROR_SCOPE_NOT_FOUND	0xad548e
ERROR_INVALID_ADDRESS	0xad548e
ERROR_ARITHMETIC_OVERFLOW	0xad548e
ERROR_PIPE_CONNECTED	0xad548e
ERROR_MR_MID_NOT_FOUND	0xad548e
ERROR_VC_DISCONNECTED	0xad548e
ERROR_PIPE_NOT_CONNECTED	0xad548e
ERROR_SIGNAL_PENDING	0xad548e
ERROR_DIRECT_ACCESS_HANDLE	0xad548e
ERROR_UNEXP_NET_ERR	0xad548e
ERROR_SHARING_BUFFER_EXCEEDED	0xad548e
ERROR_ACCESS_DENIED	0xad548e
ERROR_ALL_SIDS_FILTERED	0xad548e
S_FALSE	0xad548e
ERROR_PATH_NOT_FOUND	0xad548e
ERROR_TOO_MANY_OPEN_FILES	0xad548e
ERROR_AUDITING_DISABLED	0xad548e
DMUS_E_INVALID_PARAMCONTROLTRACK	0xad548e
DMUS_E_SEGMENT_INIT_FAILED	0xad548e
DMUS_E_LOADER_NOFILENAME	0xad548e
DMUS_E_INVALIDFILE	0xad548e
DMUS_E_ALREADY_EXISTS	0xad548e
DMUS_E_OUT_OF_RANGE	0xad548e
DMUS_E_LOADER_OBJECTNOTFOUND	0xad548e
DMUS_E_LOADER_NOCLASSID	0xad548e
DMUS_E_LOADER_BADPATH	0xad548e
DMUS_E_LOADER_FAILEDOPEN	0xad548e
DMUS_E_LOADER_FORMATNOTSUPPORTED	0xad548e
DMUS_E_LOADER_FAILEDCREATE	0xad548e
DMUS_E_NO_MASTER_CLOCK	0xad548e
DMUS_E_CANNOTREAD	0xad548e
DMUS_E_INVALID_DOWNLOADID	0xad548e
DMUS_E_BUFFERNOTSET	0xad548e
DMUS_E_DRIVER_FAILED	0xad548e
DMUS_E_PORTS_OPEN	0xad548e
DMUS_E_DEVICE_IN_USE	0xad548e
DMUS_E_INSUFFICIENTBUFFER	0xad548e
DSERR_BADSENDBUFFERGUID	0xad548e
DSERR_UNINITIALIZED	0xad548e
DSERR_BUFFERTOOSMALL	0xad548e
DSERR_DS8_REQUIRED	0xad548e
DSERR_SENDLOOP	0xad548e
DSERR_OTHERAPPHASPRIO	0xad548e
DSERR_BADFORMAT	0xad548e
DSERR_NODRIVER	0xad548e
DSERR_ALREADYINITIALIZED	0xad548e
DSERR_BUFFERLOST	0xad548e
DSERR_PRIOLEVELNEEDED	0xad548e
D3DXERR_DUPLICATENAMEDFRAGMENT	0xad548e
DSERR_ALLOCATED	0xad548e
DSERR_CONTROLUNAVAIL	0xad548e
DSERR_INVALIDCALL	0xad548e
D3DXERR_LOADEDMESHASNODATA	0xad548e
D3DXERR_CANNOTATTRSORT	0xad548e
D3DXERR_SKINNINGNOTSUPPORTED	0xad548e
D3DXERR_TOOMANYINFLUENCES	0xad548e
D3DXERR_INVALIDDATA	0xad548e
D3DXERR_INVALIDMESH	0xad548e
D3DERR_INVALIDDEVICE	0xad548e
D3DERR_INVALIDCALL	0xad548e
D3DERR_DRIVERINVALIDCALL	0xad548e
D3DXERR_CANNOTMODIFYINDEXBUFFER	0xad548e
D3DERR_NOTAVAILABLE	0xad548e
D3DERR_NOTFOUND	0xad548e
D3DERR_MOREDATA	0xad548e
D3DERR_DEVICELOST	0xad548e
D3DERR_DEVICENOTRESET	0xad548e
D3DERR_DRIVERINTERNALERROR	0xad548e
D3DERR_UNSUPPORTEDFACTORVALUE	0xad548e
D3DERR_CONFLICTINGRENDERSTATE	0xad548e
D3DERR_UNSUPPORTEDTEXTUREFILTER	0xad548e
D3DERR_CONFLICTINGTEXTUREPALETTE	0xad548e
D3DERR_CONFLICTINGTEXTUREFILTER	0xad548e
D3DERR_UNSUPPORTEDCOLORARG	0xad548e
D3DERR_UNSUPPORTEDALPHAOPERATION	0xad548e
D3DERR_UNSUPPORTEDALPHAARG	0xad548e
D3DERR_TOOMANYOPERATIONS	0xad548e
D3DERR_UNSUPPORTEDCOLOROPERATION	0xad548e
DXFILEERR_NOMOREDATA	0xad548e
DXFILEERR_BADCACHEFILE	0xad548e
DXFILEERR_NOINTERNET	0xad548e
D3DERR_WRONGTEXTUREFORMAT	0xad548e
DXFILEERR_NOMORESTREAMHANDLES	0xad548e
DXFILEERR_BADSTREAMHANDLE	0xad548e
DDERR_DEVICEDOESNTOWNSURFACE	0xad548e
DXFILEERR_BADOBJECT	0xad548e
DXFILEERR_BADVALUE	0xad548e
DXFILEERR_BADTYPE	0xad548e
DDERR_NODRIVERSUPPORT	0xad548e
DDERR_NEWMODE	0xad548e
DDERR_D3DNOTINITIALIZED	0xad548e
DDERR_VIDEONOTACTIVE	0xad548e
DDERR_NOMONITORINFORMATION	0xad548e
DDERR_TESTFINISHED	0xad548e
DDERR_CANTPAGEUNLOCK	0xad548e
DDERR_NOTPAGELOCKED	0xad548e
DDERR_MOREDATA	0xad548e
DDERR_EXPIRED	0xad548e
DDERR_CANTPAGELOCK	0xad548e
DDERR_NOTLOADED	0xad548e
DDERR_NOFOCUSWINDOW	0xad548e
DDERR_NOTONMIPMAPSUBLEVEL	0xad548e
DDERR_DCALREADYCREATED	0xad548e
DDERR_NONONLOCALVIDMEM	0xad548e
DDERR_NOOPTIMIZEHW	0xad548e
DDERR_TOOBIGWIDTH	0xad548e
DDERR_SURFACELOST	0xad548e
DDERR_SURFACENOTATTACHED	0xad548e
DDERR_TOOBIGHEIGHT	0xad548e
DDERR_TOOBIGSIZE	0xad548e
DDERR_SURFACEISOBSCURED	0xad548e
DDERR_SURFACEALREADYATTACHED	0xad548e
DDERR_SURFACEALREADYDEPENDENT	0xad548e
DDERR_SURFACEBUSY	0xad548e
DDERR_CANTLOCKSURFACE	0xad548e
DDERR_COLORKEYNOTSET	0xad548e
D3DERR_OUTOFVIDEOMEMORY	0xad548e
DDERR_OVERLAYCANTCLIP	0xad548e
DDERR_OVERLAYCOLORKEYONLYONEACTIVE	0xad548e
DDERR_PALETTEBUSY	0xad548e
DDERR_OUTOFCAPS	0xad548e
DDERR_NOTEXTUREHW	0xad548e
DDERR_NOVSYNCHW	0xad548e
DDERR_NOZBUFFERHW	0xad548e
DDERR_NOZOVERLAYHW	0xad548e
DDERR_NOT8BITCOLOR	0xad548e
DDERR_NOROTATIONHW	0xad548e
DDERR_NOSTRETCHHW	0xad548e
DDERR_NOT4BITCOLOR	0xad548e
DDERR_NOT4BITCOLORINDEX	0xad548e
DDERR_NORASTEROPHW	0xad548e
DDERR_NOMIRRORHW	0xad548e
DDERR_NOTFOUND	0xad548e
DDERR_NOOVERLAYHW	0xad548e
DDERR_OVERLAPPINGRECTS	0xad548e
DDERR_NOGDI	0xad548e
DDERR_NOCOLORKEYHW	0xad548e
DDERR_NODIRECTDRAWSUPPORT	0xad548e
DDERR_NOEXCLUSIVEMODE	0xad548e
DDERR_NOFLIPHW	0xad548e
DDERR_NOCOLORKEY	0xad548e
DDERR_NOSURFACELEFT	0xad548e
DDERR_NOCLIPLIST	0xad548e
DDERR_NOCOLORCONVHW	0xad548e
DDERR_NOCOOPERATIVELEVELSET	0xad548e
DDERR_NOSTEREOHARDWARE	0xad548e
DDERR_INVALIDRECT	0xad548e
DDERR_LOCKEDSURFACES	0xad548e
DDERR_NO3D	0xad548e
DDERR_NOALPHAHW	0xad548e
DDERR_INVALIDPIXELFORMAT	0xad548e
DDERR_INVALIDCAPS	0xad548e
DDERR_INVALIDCLIPLIST	0xad548e
DDERR_INVALIDMODE	0xad548e
DDERR_INVALIDOBJECT	0xad548e
DDERR_INCOMPATIBLEPRIMARY	0xad548e
DDERR_CANNOTDETACHSURFACE	0xad548e
DDERR_CURRENTLYNOTAVAIL	0xad548e
DDERR_EXCEPTION	0xad548e
DDERR_HEIGHTALIGN	0xad548e
DDERR_CANNOTATTACHSURFACE	0xad548e
DPNERR_TIMEDOUT	0xad548e
DPNERR_UNINITIALIZED	0xad548e
DPNERR_USERCANCEL	0xad548e
DDERR_ALREADYINITIALIZED	0xad548e
DPNERR_TABLEFULL	0xad548e
DPNERR_PLAYERNOTINGROUP	0xad548e
DPNERR_PLAYERNOTREACHABLE	0xad548e
DPNERR_SENDTOOLARGE	0xad548e
DPNERR_SESSIONFULL	0xad548e
DPNERR_PLAYERLOST	0xad548e
DPNERR_NOTHOST	0xad548e
DPNERR_NOTREADY	0xad548e
DPNERR_NOTREGISTERED	0xad548e
DPNERR_PLAYERALREADYINGROUP	0xad548e
DPNERR_NOTALLOWED	0xad548e
DPNERR_NOCONNECTION	0xad548e
DPNERR_NOHOSTPLAYER	0xad548e
DPNERR_NOMOREADDRESSCOMPONENTS	0xad548e
DPNERR_NORESPONSE	0xad548e
DPNERR_NOCAPS	0xad548e
DPNERR_INVALIDPRIORITY	0xad548e
DPNERR_INVALIDSTRING	0xad548e
DPNERR_INVALIDURL	0xad548e
DPNERR_INVALIDVERSION	0xad548e
DPNERR_INVALIDPLAYER	0xad548e
DPNERR_INVALIDINSTANCE	0xad548e
DPNERR_INVALIDINTERFACE	0xad548e
DPNERR_INVALIDOBJECT	0xad548e
DPNERR_INVALIDPASSWORD	0xad548e
DPNERR_INVALIDHOSTADDRESS	0xad548e
DPNERR_INVALIDENDPOINT	0xad548e
DPNERR_INVALIDFLAGS	0xad548e
DPNERR_INVALIDGROUP	0xad548e
DPNERR_INVALIDHANDLE	0xad548e
DPNERR_INVALIDDEVICEADDRESS	0xad548e
DPNERR_INCOMPLETEADDRESS	0xad548e
DPNERR_INVALIDADDRESSFORMAT	0xad548e
DPNERR_INVALIDAPPLICATION	0xad548e
DPNERR_INVALIDCOMMAND	0xad548e
DPNERR_HOSTTERMINATEDSESSION	0xad548e
DPNERR_EXCEPTION	0xad548e
DPNERR_GROUPNOTEMPTY	0xad548e
DPNERR_HOSTING	0xad548e
DPNERR_HOSTREJECTEDCONNECTION	0xad548e
DPNERR_ENUMRESPONSETOOLARGE	0xad548e
DPNERR_DPNSVRNOTAVAILABLE	0xad548e
DPNERR_DUPLICATECOMMAND	0xad548e
DPNERR_ENDPOINTNOTRECEIVING	0xad548e
DPNERR_ENUMQUERYTOOLARGE	0xad548e
DPNERR_DOESNOTEXIST	0xad548e
DPNERR_CONNECTING	0xad548e
DPNERR_CONNECTIONLOST	0xad548e
DPNERR_CONVERSION	0xad548e
DPNERR_DATATOOLARGE	0xad548e
DPNERR_CANTLAUNCHAPPLICATION	0xad548e
DPNERR_BUFFERTOOSMALL	0xad548e
DPNERR_CANNOTCANCEL	0xad548e
DPNERR_CANTCREATEGROUP	0xad548e
DPNERR_CANTCREATEPLAYER	0xad548e
