file_offset	va	entries	verdict	identifier_share	nul_terminated	dwords_if_bitflags	first_name	last_name	names
0x00ead620	0x012ad620	8	NAME_TABLE	1.0	yes	1	Max	SPAWN	Max Min Max Min NONE HOLD KILL SPAWN
0x00eb03e4	0x012b03e4	8	NAME_TABLE	1.0	yes	1	CREATE_AT_EDGE_NEAR_SOURCE	CREATE_CLOSEST_TO_SPAWN_POINT	CREATE_AT_EDGE_NEAR_SOURCE CREATE_AT_EDGE_NEAR_TARGET CREATE_AT_EDGE_NEAR_TARGET_AND_MOVE_TO_LOCATION CREATE_AT_LOCATION USE_OWNER_OBJECT CREATE_ABOVE_LOCATION CREATE_AT_EDGE_FARTHEST_FROM_TARGET CREATE_CLOSEST_TO_SPAWN_POINT
0x00eb9670	0x012b9670	8	NAME_TABLE	1.0	no	1	b_locale	b_rank2v2	b_locale b_wins b_losses b_points b_side b_pre b_rank1v1 b_rank2v2
0x00ea68b0	0x012a68b0	7	NAME_TABLE	1.0	yes	1	NONE	LEVEL	NONE LEADERSHIP FORMATION SPELL WEAPON STRUCTURE LEVEL
0x00eacfc0	0x012acfc0	7	NAME_TABLE	1.0	yes	1	GROUND	IMPASSABLE	GROUND WATER CLIFF AIR RUBBLE OBSTACLE IMPASSABLE
0x00ead574	0x012ad574	7	NAME_TABLE	1.0	yes	1	READY_TO_FIRE	IN_FOLLOW_THRU	READY_TO_FIRE OUT_OF_AMMO BETWEEN_FIRING_SHOTS RELOADING_CLIP PRE_ATTACK FIRING IN_FOLLOW_THRU
0x00eb3e78	0x012b3e78	7	UNCERTAIN	0.714	yes	1	Enabled	Player Targetable	Enabled Powered Indestructible Unsellable Selectable AI Recruitable Player Targetable
0x00eb66d8	0x012b66d8	7	UNCERTAIN	0.0	yes	1	EstablishConnectionsScreen.wnd:ButtonAccept1	EstablishConnectionsScreen.wnd:ButtonAccept7	EstablishConnectionsScreen.wnd:ButtonAccept1 EstablishConnectionsScreen.wnd:ButtonAccept2 EstablishConnectionsScreen.wnd:ButtonAccept3 EstablishConnectionsScreen.wnd:ButtonAccept4 EstablishConnectionsScreen.wnd:ButtonAccept5 EstablishConnectionsScreen.wnd:ButtonAccept6 EstablishConnectionsScreen.wnd:ButtonAccept7
0x00eb66f8	0x012b66f8	7	UNCERTAIN	0.0	yes	1	EstablishConnectionsScreen.wnd:StaticPlayer1Name	EstablishConnectionsScreen.wnd:StaticPlayer7Name	EstablishConnectionsScreen.wnd:StaticPlayer1Name EstablishConnectionsScreen.wnd:StaticPlayer2Name EstablishConnectionsScreen.wnd:StaticPlayer3Name EstablishConnectionsScreen.wnd:StaticPlayer4Name EstablishConnectionsScreen.wnd:StaticPlayer5Name EstablishConnectionsScreen.wnd:StaticPlayer6Name EstablishConnectionsScreen.wnd:StaticPlayer7Name
0x00eb6718	0x012b6718	7	UNCERTAIN	0.0	yes	1	EstablishConnectionsScreen.wnd:StaticPlayer1Status	EstablishConnectionsScreen.wnd:StaticPlayer7Status	EstablishConnectionsScreen.wnd:StaticPlayer1Status EstablishConnectionsScreen.wnd:StaticPlayer2Status EstablishConnectionsScreen.wnd:StaticPlayer3Status EstablishConnectionsScreen.wnd:StaticPlayer4Status EstablishConnectionsScreen.wnd:StaticPlayer5Status EstablishConnectionsScreen.wnd:StaticPlayer6Status EstablishConnectionsScreen.wnd:StaticPlayer7Status
0x00eb8a08	0x012b8a08	7	NAME_TABLE	1.0	yes	1	NONE	PING_PONG_BACKWARDS	NONE ONCE ONCE_BACKWARDS LOOP LOOP_BACKWARDS PING_PONG PING_PONG_BACKWARDS
0x00ebb5bc	0x012bb5bc	7	NAME_TABLE	1.0	yes	1	MANUAL	ONCE_BACKWARDS	MANUAL LOOP ONCE LOOP_PINGPONG PLAY_TO_FRAME LOOP_BACKWARDS ONCE_BACKWARDS
0x00ebb604	0x012bb604	7	NAME_TABLE	1.0	yes	1	TERRAIN_DECAL_DEMORALIZED_OBSOLETE	EXHordeB_UP	TERRAIN_DECAL_DEMORALIZED_OBSOLETE EXHorde EXHorde_UP EXHordeB EXHordeB_UP EXJunkCrate EXHordeB_UP
0x00ebb88c	0x012bb88c	7	NAME_TABLE	1.0	yes	1	MANUAL	ONCE_BACKWARDS	MANUAL LOOP ONCE LOOP_PINGPONG PLAY_TO_FRAME LOOP_BACKWARDS ONCE_BACKWARDS
0x00ea6858	0x012a6858	6	NAME_TABLE	1.0	yes	1	BACK_AWAY	QUARREL	BACK_AWAY AVOID_SCARER IDLE RUN_AWAY_PANIC FACE_OBJECT QUARREL
0x00ea7c40	0x012a7c40	6	NAME_TABLE	1.0	yes	1	CONSTANT	HIGH_BIAS	CONSTANT UNIFORM GAUSSIAN TRIANGULAR LOW_BIAS HIGH_BIAS
0x00ea7c5c	0x012a7c5c	6	NAME_TABLE	1.0	yes	1	CONSTANT	HIGH_BIAS	CONSTANT UNIFORM GAUSSIAN TRIANGULAR LOW_BIAS HIGH_BIAS
0x00ea8264	0x012a8264	6	NAME_TABLE	1.0	yes	1	LOOP	FADE_ON_START	LOOP RANDOM RANDOMSTART INTERRUPT FADE_ON_KILL FADE_ON_START
0x00ea8280	0x012a8280	6	NAME_TABLE	1.0	yes	1	SOUNDFX	NONE	SOUNDFX VOICE MUSIC AMBIENT MOVIE NONE
0x00ea9fe0	0x012a9fe0	6	NAME_TABLE	1.0	yes	1	NONE	INTERPOLATE	NONE MORNING AFTERNOON EVENING NIGHT INTERPOLATE
0x00ead50c	0x012ad50c	6	NAME_TABLE	1.0	yes	1	DAMAGE	FIRING	DAMAGE RADIUS RANGE RATE_OF_FIRE PRE_ATTACK FIRING
0x00eb6a68	0x012b6a68	6	NAME_TABLE	1.0	yes	1	ComboBoxTeam	GenericPing	ComboBoxTeam ComboBoxColor ComboBoxPlayerTemplate ComboBoxPlayer ButtonAccept GenericPing
0x00ec5190	0x012c5190	6	NAME_TABLE	1.0	yes	1	TRANSPARENT	SOLID_FADE	TRANSPARENT TRANSPARENT_FADE OUTLINED OUTLINED_FADE SOLID SOLID_FADE
0x00ec5e4c	0x012c5e4c	6	UNCERTAIN	0.0	no	1	file error	incompatible version	file error stream error data error insufficient memory buffer error incompatible version
0x00ede858	0x012de858	6	UNCERTAIN	0.833	no	1	Diffuse	Texture0@Name	Diffuse Power Specular Emissive Ambient Texture0@Name
0x00ee40b0	0x012e40b0	6	NAME_TABLE	1.0	no	1	UNKNOWN	SPECIAL	UNKNOWN COLOR DEPTH TEXCOORD VOID SPECIAL
0x00ee4ea0	0x012e4ea0	6	UNCERTAIN	0.0	no	1	file error	incompatible version	file error stream error data error insufficient memory buffer error incompatible version
